merchant_name,month,monthly_spend
Kline-Rivera,2025-10-01,4721.83
Stephens-Sanders,2025-10-01,4721.22
"Dunn, Peterson and Norris",2025-10-01,4721.21
"Chapman, Brown and Welch",2025-10-01,4720.8
"Dorsey, Hammond and Walton",2025-10-01,4720.48
"Hayes, Holmes and Mendoza",2025-10-01,4719.88
Hawkins and Sons,2025-10-01,4719.33
"Hamilton, Smith and Dean",2025-10-01,4719.27
"Mitchell, Schmidt and Allen",2025-10-01,4718.97
"Thompson, Cruz and Clark",2025-10-01,4718.69
Henderson LLC,2025-10-01,4718.28
"Hernandez, Harris and Bailey",2025-10-01,4717.69
Sanchez-Wallace,2025-10-01,4717.19
Ramirez Ltd,2025-10-01,4716.59
Nolan LLC,2025-10-01,4716.26
"Thomas, Young and Nicholson",2025-10-01,4715.9
"Gonzalez, Ritter and Beck",2025-10-01,4715.42
"Nolan, Wilson and Wells",2025-10-01,4715.03
Reyes-Chan,2025-10-01,4714.86
Brown-Martin,2025-10-01,4714.46
"Palmer, Nelson and Michael",2025-10-01,4713.58
Henson Group,2025-10-01,4713.3
Lawson-Flynn,2025-10-01,4712.26
"Hart, Wilson and Perry",2025-10-01,4711.53
Clark-Peterson,2025-10-01,4710.78
"Craig, Hunt and Weiss",2025-10-01,4710.28
Crane Inc,2025-10-01,4710.05
"Estrada, Lee and Sanchez",2025-10-01,4707.46
Ruiz-Lee,2025-10-01,4706.9
White-Glenn,2025-10-01,4706.05
Hobbs-Clark,2025-10-01,4705.99
Morales Ltd,2025-10-01,4705.74
"Marks, Ibarra and Townsend",2025-10-01,4705.5
Thomas-Ballard,2025-10-01,4705.01
Lopez-Nelson,2025-10-01,4704.9
"Anderson, Arellano and Roy",2025-10-01,4704.35
Campbell-Bush,2025-10-01,4704.33
Miller-Edwards,2025-10-01,4702.94
Merritt-Forbes,2025-10-01,4702.31
"Lane, Gates and Boyd",2025-10-01,4701.57
Patrick-Horton,2025-10-01,4701.15
Maldonado-Berg,2025-10-01,4699.79
Vazquez-Mason,2025-10-01,4697.95
"Duran, Ashley and Copeland",2025-10-01,4697.24
York LLC,2025-10-01,4697.0
"Wilkerson, Hunt and Newman",2025-10-01,4695.8
"Olson, Owens and Green",2025-10-01,4693.64
Stein-Mcgee,2025-10-01,4693.44
"Myers, Hernandez and Alvarez",2025-10-01,4693.43
Morris-Chen,2025-10-01,4692.23
Branch and Sons,2025-10-01,4690.54
"Lawson, Richardson and Lewis",2025-10-01,4690.49
Morgan and Sons,2025-10-01,4689.54
Keith LLC,2025-10-01,4688.04
"Carter, Horne and Ramirez",2025-10-01,4686.87
Hendricks-Williams,2025-10-01,4686.74
Steele-Lopez,2025-10-01,4686.25
"Flores, Williams and King",2025-10-01,4685.56
"Dunn, Small and Porter",2025-10-01,4685.3
Hamilton Group,2025-10-01,4683.67
"Harrison, Smith and Owens",2025-10-01,4683.64
Lloyd-Bailey,2025-10-01,4683.46
Houston Inc,2025-10-01,4681.83
Santiago PLC,2025-10-01,4680.2
Miller-Cook,2025-10-01,4679.98
"Allen, Johnson and Winters",2025-10-01,4679.94
Edwards-Obrien,2025-10-01,4678.77
Ray Group,2025-10-01,4678.73
"Rivera, Trevino and Stark",2025-10-01,4677.45
Harper-Acosta,2025-10-01,4675.74
"Martinez, Morris and Becker",2025-10-01,4674.93
"Hayes, Santos and Carrillo",2025-10-01,4674.61
"Rodgers, Vega and Martin",2025-10-01,4673.55
Merritt-Lowe,2025-10-01,4673.05
"Harvey, Williams and Bennett",2025-10-01,4671.55
Hall-Hill,2025-10-01,4670.84
Burgess PLC,2025-10-01,4670.6
Caldwell-Nunez,2025-10-01,4670.23
"Phillips, Wheeler and Lara",2025-10-01,4669.92
"Guerra, Wright and Friedman",2025-10-01,4669.58
"Matthews, Thomas and Brown",2025-10-01,4669.46
"Warner, Collins and Johnson",2025-10-01,4669.05
"Bell, Martinez and Smith",2025-10-01,4668.08
Hays-Dean,2025-10-01,4667.12
"Guerrero, Wood and Williams",2025-10-01,4666.94
"Campbell, Hebert and Becker",2025-10-01,4666.89
Williams-Williams,2025-10-01,4666.51
"House, Hernandez and Ayala",2025-10-01,4664.44
"Moore, Lewis and Alvarez",2025-10-01,4664.18
"Vega, Torres and King",2025-10-01,4664.1
"Morgan, Williams and Proctor",2025-10-01,4661.92
Joseph-Lin,2025-10-01,4661.88
"Mcdowell, Travis and Johnson",2025-10-01,4661.24
"Miller, Cox and Osborne",2025-10-01,4660.91
Cobb-Tanner,2025-10-01,4659.76
Evans-West,2025-10-01,4659.59
"Wade, Villa and Baker",2025-10-01,4658.91
Haas-Duran,2025-10-01,4658.25
"Thompson, Warren and Harrell",2025-10-01,4658.21
"White, Torres and Lopez",2025-10-01,4657.83
Hart and Sons,2025-10-01,4657.2300000000005
"Smith, Griffith and Larson",2025-10-01,4656.16
Conway Group,2025-10-01,4655.68
"Martin, Howard and Rodriguez",2025-10-01,4654.38
"Gomez, Young and Howe",2025-10-01,4654.08
Owens-Mcgee,2025-10-01,4653.21
Oconnor-Perez,2025-10-01,4652.57
Nielsen-Rhodes,2025-10-01,4651.77
Young-Fischer,2025-10-01,4649.73
"Snyder, Powell and Martinez",2025-10-01,4648.74
Shaffer Group,2025-10-01,4648.34
"Williams, Taylor and Horn",2025-10-01,4647.59
Logan PLC,2025-10-01,4647.31
"Kelly, Johnson and Scott",2025-10-01,4646.64
Riley PLC,2025-10-01,4646.59
Park Group,2025-10-01,4646.35
Reilly Group,2025-10-01,4645.91
Meza Ltd,2025-10-01,4644.79
"Wright, Oconnell and Dean",2025-10-01,4644.61
Simpson Ltd,2025-10-01,4643.41
Johnson-Stone,2025-10-01,4643.36
Washington-Summers,2025-10-01,4642.67
Robbins Inc,2025-10-01,4642.44
Larson-Aguilar,2025-10-01,4640.99
"Davis, Velez and Walker",2025-10-01,4640.68
"Kelly, Lewis and Williams",2025-10-01,4640.32
Howard and Sons,2025-10-01,4639.32
Pacheco PLC,2025-10-01,4638.67
"West, Brady and Lewis",2025-10-01,4638.33
"Rodriguez, Frey and Daniels",2025-10-01,4637.72
Day Inc,2025-10-01,4637.54
Montgomery Inc,2025-10-01,4637.21
Huynh Ltd,2025-10-01,4636.88
"Avila, Phillips and Wilson",2025-10-01,4636.16
Dawson Group,2025-10-01,4635.52
"Gonzalez, Richmond and Thomas",2025-10-01,4635.1
Harvey and Sons,2025-10-01,4634.67
Jones-Howell,2025-10-01,4634.23
Tyler and Sons,2025-10-01,4633.73
"Davis, Marshall and Ashley",2025-10-01,4632.77
Strong Inc,2025-10-01,4632.47
"Stephenson, Oliver and Ortiz",2025-10-01,4631.77
"Huynh, Thomas and Jones",2025-10-01,4629.82
Adkins Group,2025-10-01,4629.17
"Wolf, Strong and Phillips",2025-10-01,4628.44
"Meyers, Kennedy and Burns",2025-10-01,4628.33
Anderson-Rodriguez,2025-10-01,4627.36
Douglas and Sons,2025-10-01,4626.68
Carter-Porter,2025-10-01,4625.31
"Rose, Martinez and Whitaker",2025-10-01,4623.48
Fitzpatrick Inc,2025-10-01,4621.99
"Russell, Watts and Gray",2025-10-01,4621.59
"White, Chen and Green",2025-10-01,4621.39
"Boone, Perez and Munoz",2025-10-01,4620.78
Chan-Potts,2025-10-01,4619.43
"Gray, Yoder and Stephenson",2025-10-01,4618.32
Valdez Ltd,2025-10-01,4617.47
Curtis and Sons,2025-10-01,4616.82
Gutierrez-Farley,2025-10-01,4616.23
Parker-Tyler,2025-10-01,4615.72
"Rodriguez, Chapman and Short",2025-10-01,4615.68
Blackwell-Tyler,2025-10-01,4615.63
Thornton-Carter,2025-10-01,4615.23
"Christian, Miller and Osborne",2025-10-01,4614.9
Osborn PLC,2025-10-01,4614.45
Phillips-Anderson,2025-10-01,4612.44
Stark-Kelly,2025-10-01,4612.36
Briggs-Baxter,2025-10-01,4612.06
Robinson-Lam,2025-10-01,4611.74
"Hayes, Jones and Carter",2025-10-01,4611.35
Love-Johnston,2025-10-01,4610.75
Strickland and Sons,2025-10-01,4607.75
"Peterson, Haynes and Nelson",2025-10-01,4606.83
"Bell, Carroll and Rodriguez",2025-10-01,4605.65
Rivera-Sharp,2025-10-01,4605.56
Oneal-Bell,2025-10-01,4605.52
Phillips-Peterson,2025-10-01,4604.42
Cross-Miller,2025-10-01,4604.13
Richardson-Palmer,2025-10-01,4603.87
Page-Lee,2025-10-01,4603.78
"Jordan, Rojas and Murphy",2025-10-01,4600.33
"Kelly, Rosario and Acosta",2025-10-01,4599.8
"Woodard, Wallace and Martinez",2025-10-01,4599.01
"White, Shah and Brock",2025-10-01,4597.76
Meyers LLC,2025-10-01,4597.7
Holland Group,2025-10-01,4597.34
"Monroe, Farley and Mathis",2025-10-01,4597.09
"Hunter, Jackson and Welch",2025-10-01,4596.6
"Mccoy, Rose and Dalton",2025-10-01,4596.34
"Wilson, Douglas and Wheeler",2025-10-01,4596.31
Horn-Christensen,2025-10-01,4595.48
"Montes, Chandler and Turner",2025-10-01,4595.38
"Ward, Ramirez and Lyons",2025-10-01,4594.95
"Thompson, Page and Townsend",2025-10-01,4594.46
Harvey-Lee,2025-10-01,4593.88
Villa and Sons,2025-10-01,4593.82
Phillips-Garcia,2025-10-01,4593.79
"Horton, West and Jackson",2025-10-01,4592.82
Holmes-Mcmahon,2025-10-01,4591.9
Donovan-Flores,2025-10-01,4591.75
"Gates, Mckinney and Anderson",2025-10-01,4591.29
Estes-Andrews,2025-10-01,4586.63
Hicks-Vazquez,2025-10-01,4585.11
"Bowman, Webb and Lamb",2025-10-01,4582.48
Reyes-Hernandez,2025-10-01,4579.92
Hansen-Schmidt,2025-10-01,4579.5
"Franklin, Bishop and Duke",2025-10-01,4578.42
"Morris, Carter and Reed",2025-10-01,4577.21
Rocha Group,2025-10-01,4576.82
Turner-Hill,2025-10-01,4575.17
King-Moran,2025-10-01,4575.14
"Owens, Adams and Bates",2025-10-01,4573.69
"Jones, Levy and Torres",2025-10-01,4573.26
"Mcpherson, Ford and King",2025-10-01,4572.87
Adams-Castro,2025-10-01,4570.78
Foster-Gomez,2025-10-01,4570.48
Hodges and Sons,2025-10-01,4569.85
"Hale, Herring and Acosta",2025-10-01,4569.85
Walton PLC,2025-10-01,4569.83
"Hernandez, Williams and Pena",2025-10-01,4569.68
Fernandez-Anderson,2025-10-01,4569.33
"Zimmerman, Rios and Mitchell",2025-10-01,4566.88
Lindsey-Chan,2025-10-01,4566.28
"Collins, Greer and Martinez",2025-10-01,4565.88
"Mercer, Alvarez and Ford",2025-10-01,4564.46
Sanchez-Harris,2025-10-01,4564.36
Braun LLC,2025-10-01,4564.14
Ortiz-Herrera,2025-10-01,4562.92
Haynes and Sons,2025-10-01,4562.82
Garrison-Yang,2025-10-01,4561.31
"Riley, Montes and Adams",2025-10-01,4560.92
Johnson-Olson,2025-10-01,4559.13
Russell-Bentley,2025-10-01,4557.66
Ingram LLC,2025-10-01,4556.93
"Palmer, Johnson and Mullins",2025-10-01,4556.57
"Jacobs, Wells and Gutierrez",2025-10-01,4555.91
Clark-Reed,2025-10-01,4555.41
Frost-Williams,2025-10-01,4554.95
"Robinson, Conley and Chang",2025-10-01,4554.52
Thomas-Pratt,2025-10-01,4553.96
"Gardner, Aguilar and Potter",2025-10-01,4553.29
Kelly and Sons,2025-10-01,4552.18
James PLC,2025-10-01,4551.48
Ryan-Orr,2025-10-01,4549.49
"Lindsey, Gibson and Carpenter",2025-10-01,4548.44
Trevino Inc,2025-10-01,4547.51
"Patterson, Ward and Miles",2025-10-01,4547.05
"Ray, Solis and Smith",2025-10-01,4546.84
Hoffman-Gibson,2025-10-01,4546.19
Walton Ltd,2025-10-01,4546.13
Williams-Medina,2025-10-01,4545.78
"Jenkins, Edwards and Martin",2025-10-01,4544.98
Davis-Edwards,2025-10-01,4543.98
Garza Group,2025-10-01,4543.3
"Kidd, Davis and White",2025-10-01,4542.92
"Thompson, Lynch and Adams",2025-10-01,4542.89
"Edwards, Pierce and Richards",2025-10-01,4542.25
Hammond-Anderson,2025-10-01,4541.57
"Ho, Davis and Myers",2025-10-01,4541.34
Woods-Holt,2025-10-01,4539.45
Henry Group,2025-10-01,4538.29
"Webb, Mcgee and Brooks",2025-10-01,4538.01
Ortega Group,2025-10-01,4537.13
Waller LLC,2025-10-01,4537.0
"Gordon, Taylor and Baldwin",2025-10-01,4535.23
"Carlson, Huynh and Roth",2025-10-01,4535.12
Stevens-Martinez,2025-10-01,4534.08
Braun-Lane,2025-10-01,4533.99
Mccann-Carroll,2025-10-01,4533.4
Hill PLC,2025-10-01,4532.299999999999
"Hughes, Wilson and Lambert",2025-10-01,4530.79
Mckee-Butler,2025-10-01,4530.43
"Johnson, Clark and Johnson",2025-10-01,4530.35
Singh LLC,2025-10-01,4529.85
Coleman-Stone,2025-10-01,4529.48
Bryant Ltd,2025-10-01,4529.23
"Chung, Odom and Park",2025-10-01,4528.48
Roman PLC,2025-10-01,4528.21
Bowen-Branch,2025-10-01,4527.69
"Cole, Armstrong and Brady",2025-10-01,4527.05
"Phillips, Mitchell and Gutierrez",2025-10-01,4526.4
King-Cisneros,2025-10-01,4525.55
Lee-Gibson,2025-10-01,4525.32
"Beck, Evans and Ross",2025-10-01,4524.94
Bass-Mclean,2025-10-01,4523.89
"Anderson, Moore and Skinner",2025-10-01,4522.94
"Richardson, Sullivan and Daniels",2025-10-01,4521.68
"Ramirez, Fleming and Moore",2025-10-01,4520.79
"Harding, Murphy and Bishop",2025-10-01,4520.35
"Gray, Bird and Peterson",2025-10-01,4519.53
Escobar Ltd,2025-10-01,4519.32
Barrera Inc,2025-10-01,4519.12
Carter-Ward,2025-10-01,4518.77
Hamilton-Robinson,2025-10-01,4517.8
Hunt-Soto,2025-10-01,4517.42
Zamora-Stewart,2025-10-01,4517.01
"Buchanan, Watts and Byrd",2025-10-01,4516.98
Bishop LLC,2025-10-01,4516.51
Haynes-Wilson,2025-10-01,4516.3
Ray-Roth,2025-10-01,4516.25
"Watts, Garcia and White",2025-10-01,4515.88
Weber-Thomas,2025-10-01,4515.2
Mitchell-White,2025-10-01,4514.6
"Garcia, Buckley and Thomas",2025-10-01,4513.97
"Rose, Bautista and Baker",2025-10-01,4513.03
"Pham, Jacobs and Brooks",2025-10-01,4511.44
Cisneros-Brown,2025-10-01,4511.01
Schmidt-Rivera,2025-10-01,4508.98
"Perry, Sanchez and Short",2025-10-01,4508.24
Grimes PLC,2025-10-01,4508.02
"Owens, Trujillo and Boyer",2025-10-01,4507.99
Lloyd-Durham,2025-10-01,4507.84
Anthony-Lopez,2025-10-01,4507.54
"Cox, Ho and Arnold",2025-10-01,4505.32
"Lynch, Mcdowell and Short",2025-10-01,4505.0
"Copeland, Patel and Greene",2025-10-01,4504.83
"Hughes, Smith and Hoover",2025-10-01,4504.78
Pearson LLC,2025-10-01,4503.88
Hall-Horn,2025-10-01,4503.67
Turner and Sons,2025-10-01,4502.83
Nielsen-Wright,2025-10-01,4500.39
Hurst Group,2025-10-01,4499.65
"Lee, Baker and Mercer",2025-10-01,4498.91
Tanner-Johnson,2025-10-01,4498.39
Johnson-Powell,2025-10-01,4498.1
Nelson-Mccormick,2025-10-01,4496.73
"Fernandez, Miller and Copeland",2025-10-01,4496.24
Blake LLC,2025-10-01,4495.27
Hunter PLC,2025-10-01,4494.75
"Lucas, Smith and Henry",2025-10-01,4494.5
"Walker, Nelson and Mays",2025-10-01,4494.22
Lawson-Simpson,2025-10-01,4494.12
"Wilson, Brown and Hudson",2025-10-01,4493.88
"Miller, Cox and Hawkins",2025-10-01,4492.63
Fernandez LLC,2025-10-01,4492.61
"Morse, Nichols and Martin",2025-10-01,4491.67
"Franklin, Li and Anderson",2025-10-01,4490.45
"Phillips, Jarvis and Smith",2025-10-01,4489.86
"Lee, Brown and Morrow",2025-10-01,4489.36
Mayer-Zavala,2025-10-01,4488.77
Delacruz-Chavez,2025-10-01,4488.62
Moody Group,2025-10-01,4488.28
"West, Brown and Fernandez",2025-10-01,4487.8
"Gutierrez, Williams and Williams",2025-10-01,4487.68
Vazquez PLC,2025-10-01,4487.13
Turner-Smith,2025-10-01,4486.92
Bradley-Montoya,2025-10-01,4486.82
Kirby-Ferguson,2025-10-01,4486.48
"Brown, Mora and Brown",2025-10-01,4486.06
"Sweeney, Fischer and Martinez",2025-10-01,4485.6
Ramsey-Jones,2025-10-01,4484.88
Hall-Carpenter,2025-10-01,4482.04
"Burch, Lang and Sanchez",2025-10-01,4481.85
Watson-Simpson,2025-10-01,4481.72
English PLC,2025-10-01,4481.46
"Montgomery, Gibson and Bennett",2025-10-01,4481.12
Thompson-Shepherd,2025-10-01,4480.77
Watson-Pugh,2025-10-01,4480.77
Patel Ltd,2025-10-01,4480.59
Ryan-Cruz,2025-10-01,4478.29
"Wolf, Martinez and Wilson",2025-10-01,4478.12
Braun Group,2025-10-01,4477.33
"Berry, Villarreal and Novak",2025-10-01,4476.07
Smith-Jacobs,2025-10-01,4474.39
"Evans, Williams and Carrillo",2025-10-01,4474.35
Valenzuela LLC,2025-10-01,4471.55
Lowe-Harris,2025-10-01,4469.47
Graves-Schmidt,2025-10-01,4469.13
Dawson-Petersen,2025-10-01,4468.3
Ford-Hunter,2025-10-01,4468.23
"Lee, Ferguson and Harvey",2025-10-01,4468.09
Blake PLC,2025-10-01,4466.3
Brady and Sons,2025-10-01,4465.8
Wagner LLC,2025-10-01,4464.38
Estrada Group,2025-10-01,4463.51
Lewis-Kim,2025-10-01,4463.23
Anthony Group,2025-10-01,4462.61
Brooks LLC,2025-10-01,4462.1
Hopkins Ltd,2025-10-01,4460.23
Clark-Williams,2025-10-01,4459.07
Vargas-Wagner,2025-10-01,4458.46
Howell Group,2025-10-01,4457.9
Williams-Booth,2025-10-01,4457.82
Hartman Group,2025-10-01,4457.42
Gray PLC,2025-10-01,4456.73
Cohen Inc,2025-10-01,4456.64
"Allison, Armstrong and Hawkins",2025-10-01,4456.63
Yoder-Sullivan,2025-10-01,4456.35
"Wells, Smith and Soto",2025-10-01,4455.85
Estrada-Manning,2025-10-01,4454.62
Moss Inc,2025-10-01,4453.21
"Palmer, Smith and Allen",2025-10-01,4453.11
"Barnett, Freeman and Freeman",2025-10-01,4450.19
Flores-Anderson,2025-10-01,4449.67
Hayes LLC,2025-10-01,4449.4
Marshall LLC,2025-10-01,4449.11
Scott-Hamilton,2025-10-01,4447.1
Ruiz PLC,2025-10-01,4446.8
"Williams, Salazar and Hensley",2025-10-01,4446.01
Harmon-Armstrong,2025-10-01,4445.73
Bray-Powell,2025-10-01,4444.56
"Macias, Keith and Carson",2025-10-01,4444.19
Crawford and Sons,2025-10-01,4443.99
"Nelson, Parker and Woods",2025-10-01,4442.1
Hill Inc,2025-10-01,4441.57
Cole-Bishop,2025-10-01,4441.44
Miles-Garrett,2025-10-01,4440.87
Mcdowell Ltd,2025-10-01,4440.49
Stone-Houston,2025-10-01,4440.48
"Smith, Turner and Grant",2025-10-01,4439.52
Evans-Henry,2025-10-01,4439.0
"Davis, Cohen and Carter",2025-10-01,4438.16
Carey LLC,2025-10-01,4437.87
Weber-Stanley,2025-10-01,4437.68
"Hunt, Martinez and Wright",2025-10-01,4437.16
"Martinez, Flores and Robinson",2025-10-01,4436.96
"Anderson, Roberts and Rodriguez",2025-10-01,4436.82
"Scott, Scott and Baker",2025-10-01,4436.05
"Beard, Pena and Hays",2025-10-01,4434.02
Osborne Ltd,2025-10-01,4433.34
Smith-Stephenson,2025-10-01,4433.19
"Buchanan, Baker and Gates",2025-10-01,4433.11
Henderson Inc,2025-10-01,4431.07
Hurst-Rogers,2025-10-01,4430.83
"Farmer, Kaufman and Ellis",2025-10-01,4430.42
"Smith, Shea and Jones",2025-10-01,4430.01
Gonzales-Smith,2025-10-01,4429.3
Oconnell-Garcia,2025-10-01,4428.83
Harrell PLC,2025-10-01,4427.92
"Walker, Thompson and Brandt",2025-10-01,4427.82
Pitts-Sanchez,2025-10-01,4427.77
"Schmidt, Benson and Bailey",2025-10-01,4426.18
"Herrera, Guzman and Johnson",2025-10-01,4424.67
Bentley LLC,2025-10-01,4424.04
"Mcpherson, Bishop and Stewart",2025-10-01,4423.83
Wolf-Gardner,2025-10-01,4423.17
Wilkins Group,2025-10-01,4422.53
Hart-Dillon,2025-10-01,4421.52
Solomon-English,2025-10-01,4420.03
"Moore, Snyder and Simmons",2025-10-01,4419.56
Hendrix-Stone,2025-10-01,4418.95
Kennedy Inc,2025-10-01,4418.92
Garner-Tucker,2025-10-01,4418.7
"Garcia, Taylor and Lindsey",2025-10-01,4418.02
Wall LLC,2025-10-01,4417.95
"Hanson, Martin and Jones",2025-10-01,4416.62
Lyons Group,2025-10-01,4416.39
Cantu Group,2025-10-01,4416.25
Perez-Soto,2025-10-01,4416.15
Cook and Sons,2025-10-01,4415.05
"Wise, Perez and Kim",2025-10-01,4413.66
"Cunningham, Reese and Ramos",2025-10-01,4413.41
Rogers-Morgan,2025-10-01,4412.48
White-Ross,2025-10-01,4411.33
"Hill, Randolph and Li",2025-10-01,4410.55
"Foster, Hill and Williams",2025-10-01,4408.94
Willis LLC,2025-10-01,4406.63
Gilbert-Anthony,2025-10-01,4406.02
Rich-Ortiz,2025-10-01,4402.9
Garcia-Bauer,2025-10-01,4402.89
Myers-Gallegos,2025-10-01,4402.55
Simmons Group,2025-10-01,4402.09
"Schmidt, Kennedy and Torres",2025-10-01,4400.89
Burton LLC,2025-10-01,4400.6
"Perez, Love and Daniels",2025-10-01,4400.17
Perez-Andersen,2025-10-01,4399.99
Miller-Smith,2025-10-01,4399.47
Page and Sons,2025-10-01,4399.4
Mosley-Clay,2025-10-01,4398.89
"Vaughn, Benson and Rodriguez",2025-10-01,4398.65
Herrera-Cook,2025-10-01,4397.57
"Miles, Best and Watson",2025-10-01,4397.55
"Patterson, Ramos and Arias",2025-10-01,4397.46
Davis-Moran,2025-10-01,4396.96
"Shepherd, Webb and White",2025-10-01,4396.32
"Flowers, Butler and Long",2025-10-01,4394.22
Steele Inc,2025-10-01,4393.06
"Scott, Garcia and Weaver",2025-10-01,4392.63
Clark Group,2025-10-01,4392.56
Adams-Rodriguez,2025-10-01,4392.53
"Parker, Murray and Curry",2025-10-01,4391.72
"Yoder, Vargas and Hendrix",2025-10-01,4391.52
"Simmons, Williams and Wood",2025-10-01,4390.9
Hernandez-Holland,2025-10-01,4390.22
Griffith Inc,2025-10-01,4389.89
"Caldwell, Johnson and Fisher",2025-10-01,4389.67
Costa and Sons,2025-10-01,4389.2
"Kaiser, Hicks and Bass",2025-10-01,4388.04
"Rhodes, Hebert and Johnson",2025-10-01,4387.6
Torres Group,2025-10-01,4387.06
Tucker LLC,2025-10-01,4386.49
Williams-Mathews,2025-10-01,4386.36
"Patrick, York and Cooper",2025-10-01,4385.77
Fritz Ltd,2025-10-01,4385.72
Garcia-Johnson,2025-10-01,4384.98
"Townsend, Clark and Miller",2025-10-01,4383.34
"Meyer, Martinez and Torres",2025-10-01,4382.98
Hurley Inc,2025-10-01,4382.83
Adams-Webb,2025-10-01,4380.77
Morris-Tran,2025-10-01,4380.3
Rocha-Washington,2025-10-01,4380.16
Wiggins and Sons,2025-10-01,4379.49
Hurley-Howard,2025-10-01,4379.4
"Smith, Snow and Frey",2025-10-01,4379.03
Reed Ltd,2025-10-01,4378.33
Saunders PLC,2025-10-01,4376.2
Moses-Rogers,2025-10-01,4376.17
Chen-Villa,2025-10-01,4375.48
Mahoney-Rodriguez,2025-10-01,4375.15
Hawkins-Stevenson,2025-10-01,4373.99
"Lutz, Perry and Sosa",2025-10-01,4372.9
Smith-Garcia,2025-10-01,4372.57
"Hill, Bailey and Velasquez",2025-10-01,4372.46
Gibson-Johnson,2025-10-01,4369.98
Lane-Miller,2025-10-01,4369.11
Parks-Marquez,2025-10-01,4368.6
"Reed, Baker and Price",2025-10-01,4368.6
Harris-Hayes,2025-10-01,4367.27
"Peterson, Frazier and Stone",2025-10-01,4366.87
"Nelson, Parks and Miller",2025-10-01,4366.68
Valdez Group,2025-10-01,4365.05
Colon LLC,2025-10-01,4364.52
"Hayes, Jimenez and Mann",2025-10-01,4363.93
Hughes-Park,2025-10-01,4363.36
Hill-Sparks,2025-10-01,4363.04
Peters-Collins,2025-10-01,4362.8
Jordan and Sons,2025-10-01,4361.09
Dennis Group,2025-10-01,4361.07
"Ramirez, Chandler and Garcia",2025-10-01,4360.82
Hobbs and Sons,2025-10-01,4360.64
Jordan Inc,2025-10-01,4360.62
Trujillo-Holmes,2025-10-01,4360.05
Sexton Ltd,2025-10-01,4358.48
"Nguyen, Moore and Smith",2025-10-01,4358.42
"Parker, Richardson and Bonilla",2025-10-01,4357.67
Turner LLC,2025-10-01,4357.1
Thompson-Horton,2025-10-01,4355.31
Jones-Graham,2025-10-01,4355.22
"Brown, Miles and Perez",2025-10-01,4354.96
Mcbride-Miller,2025-10-01,4354.5
Johnson-Frederick,2025-10-01,4353.82
Clark-Garcia,2025-10-01,4353.33
"Hanson, Shepherd and Roberts",2025-10-01,4352.65
French Inc,2025-10-01,4350.27
"West, Tucker and Berry",2025-10-01,4349.72
Trujillo Group,2025-10-01,4348.58
Burns-Mendez,2025-10-01,4348.4
"Boyd, Smith and Edwards",2025-10-01,4348.06
"Smith, Miller and Burgess",2025-10-01,4347.88
Skinner-Dean,2025-10-01,4347.81
"Turner, Moon and White",2025-10-01,4347.05
Ryan-Bryant,2025-10-01,4346.81
Bullock Group,2025-10-01,4346.51
"Garcia, Carr and Gates",2025-10-01,4346.45
"Lewis, Cooper and Martin",2025-10-01,4346.0
Dorsey-Carson,2025-10-01,4345.87
Ross Group,2025-10-01,4345.35
Young LLC,2025-10-01,4345.11
Barton-Fisher,2025-10-01,4345.02
Burns-Smith,2025-10-01,4344.95
Hill-Chavez,2025-10-01,4344.93
Roth-Miller,2025-10-01,4344.72
Powell LLC,2025-10-01,4344.03
"Martin, Schwartz and Shaw",2025-10-01,4343.81
"Ortiz, Walker and Jones",2025-10-01,4343.02
Morris-Banks,2025-10-01,4342.46
Atkinson-Huerta,2025-10-01,4341.42
Steele PLC,2025-10-01,4341.4
Alexander-Byrd,2025-10-01,4340.88
"Gardner, Mercado and Shepherd",2025-10-01,4340.28
Sullivan Ltd,2025-10-01,4339.45
"White, Kelley and Cardenas",2025-10-01,4338.19
"Hunter, Rivera and Cox",2025-10-01,4335.33
"Johns, Harris and Arnold",2025-10-01,4335.27
Wright-Montgomery,2025-10-01,4334.69
Grant and Sons,2025-10-01,4334.6
Medina-Wright,2025-10-01,4333.52
Harvey-Simpson,2025-10-01,4333.43
"Suarez, Brown and Graves",2025-10-01,4332.96
Tucker-Gardner,2025-10-01,4332.32
Smith-Young,2025-10-01,4331.56
"Lowe, Harvey and Barker",2025-10-01,4331.05
Morris-Evans,2025-10-01,4329.22
Mcbride LLC,2025-10-01,4328.57
Vaughn Inc,2025-10-01,4328.41
Thompson-Murray,2025-10-01,4328.13
"Ho, Campbell and Franco",2025-10-01,4328.09
Hess-Miller,2025-10-01,4327.45
"Ferrell, Smith and Love",2025-10-01,4326.92
Noble Inc,2025-10-01,4326.5599999999995
Burgess-Daugherty,2025-10-01,4325.12
Reed and Sons,2025-10-01,4324.84
"Ford, Reid and Rios",2025-10-01,4324.83
"Wolf, Bradford and Thompson",2025-10-01,4323.9
Chung and Sons,2025-10-01,4323.38
Mcpherson-Jones,2025-10-01,4322.9
Lawrence-Smith,2025-10-01,4322.9
Friedman Inc,2025-10-01,4322.58
Jacobs-Martin,2025-10-01,4322.37
Cole and Sons,2025-10-01,4322.12
West and Sons,2025-10-01,4321.87
"Norris, Higgins and Long",2025-10-01,4320.38
"Garrison, Mason and Gray",2025-10-01,4319.83
"Bolton, Orr and Gay",2025-10-01,4319.77
