merchant_name,txn_count
Watson-Gonzalez,1
Harrington-Hicks,1
Cooke-Richardson,1
Ryan-Chen,1
Brown-Goodman,1
Gray-Wright,1
Collins-Johnston,1
Davis-Watts,1
Simpson-Moore,1
Cruz-Garcia,1
Ross-Mcgrath,1
Clark-Lopez,1
Harris-Chang,1
Norman-Shaw,1
Neal-Bell,1
Robinson-Le,1
James-Hicks,1
Ramirez-Meyer,1
Porter-Richards,1
Peck-Gallegos,1
Lee-Reese,1
Dawson-Clark,1
Mckee-Ball,1
Pierce-Cordova,1
Guerrero-Baldwin,1
Shea-Baker,1
Hogan-Watson,1
Rhodes-Collins,1
Galvan-Pittman,1
Allen-Stokes,1
Sanford-Blair,1
Wilson-Summers,1
Jenkins-Holden,1
Sanders-Harris,1
Moody-Young,1
Mcfarland-Smith,1
Savage-Clark,1
Smith-Erickson,1
Berry-Hartman,1
Thompson-Woodard,1
Nicholson-Black,1
Malone-Zimmerman,1
Lyons-Jones,1
Banks-Price,1
Mccarthy-White,1
Potter-Lucero,1
Cook-Wyatt,1
Gray-Adams,1
Maxwell-Burns,1
May-Brown,1
Williams-Powers,1
Salinas-Fields,1
Strickland-Berry,1
Roberts-Jackson,1
Melendez Group,1
Martin-Yang,1
Wilson-Arroyo,1
Graham-Wheeler,1
Howard-Mcclure,1
Riley-Huynh,1
Fernandez-Valdez,1
Fisher-King,1
Harris-Oconnell,1
Bell-Gibson,1
Marsh-Black,1
Ward-Grant,1
Bond-Henson,1
Tanner-Harris,1
Williams-Bernard,1
Montoya-Hamilton,1
Rhodes-Turner,1
Nguyen-Hess,1
Guzman-Baxter,1
Marshall-Hahn,1
Frank-Hall,1
Stone-Bird,1
Holmes-Wong,1
Griffith-Ellison,1
Eaton-Beard,1
Stewart-Brown,1
Hughes-Reyes,1
Hancock-Burton,1
Johnson-Wilson,1
Ellis-Gordon,1
Newman-Gilmore,1
Brooks-Howard,1
Barry-Richardson,1
Harding-Castro,1
Anthony-Hill,1
Gill-Williams,1
Rodriguez-Bryan,1
Ball-Mckenzie,1
Wiley-Valenzuela,1
Aguilar-Barr,1
Quinn-Gilmore,1
Wallace-Young,1
Klein-Hernandez,1
Guzman-Lane,1
Gonzalez-Rose,1
Gomez-Walker,1
Owens-Hubbard,1
Parks-Tucker,1
Howard-Keller,1
Adams-Munoz,1
Alvarez-Brown,1
Mack-Hurst,1
Booth-Robinson,1
Moore-Krause,1
Thomas-Gibbs,1
Frazier-Williams,1
Ross-Robinson,1
Campos-Jackson,1
Evans-Holt,1
Payne-Contreras,1
Larson-Compton,1
Parker-Wright,1
Parker-Huerta,1
Jacobs-Carroll,1
Anderson-Bailey,1
Smith-King,1
Rice-Hayes,1
Bradley-Ross,1
Calhoun-Robinson,1
Duarte-Thompson,1
Wilson-Baldwin,1
Price-Long,1
Chan-Turner,1
Hill-Fernandez,1
Everett LLC,1
Johnson-Pena,1
Lloyd-Sampson,1
Smith-Bonilla,1
Trevino-Jones,1
Allen-Becker,1
Bradley-Williams,1
Landry-Parker,1
Jones-Marquez,1
Brady-Bowen,1
Valdez-James,1
Hamilton-Johnson,1
Walters-Spears,1
Nichols-Ellis,1
Webb-Yates,1
Harris-Cameron,1
Howard-Wong,1
Duran-Taylor,1
Perez-Ford,1
Vega-Williams,1
Wilson-Austin,1
Jones-Weber,1
Hart-Carlson,1
Garrison-Baker,1
Anderson-Taylor,1
Davila-Rose,1
Decker-Conrad,1
Tucker-Beard,1
Harding-Thompson,1
Herman-Robinson,1
Wise-Conley,1
Medina-Browning,1
Hickman-Roach,1
Tapia-Harris,1
Richards-Cooper,1
Cowan-Alvarado,1
Quinn-Blackwell,1
Wells-Bowers,1
Kline-Roberson,1
Walker-Kent,1
Acevedo-Thompson,1
Hicks-Hall,1
Miller-Mckinney,1
Aguilar-Reed,1
Adkins-Ballard,1
Leonard-Gardner,1
Smith-Lloyd,1
Hodge-Scott,1
Barrett-Palmer,1
Peters-Horton,1
Green-Walsh,1
Levy-Bryant,1
Garcia-Fuentes,1
Sanders-Dixon,1
Elliott-Wallace,1
Griffin-Daniel,1
Ramsey-Jordan,1
Floyd and Sons,1
Singleton LLC,1
Collins-Zuniga,1
Flores-Ayers,1
Thomas-Cox,1
Ross-Mullins,1
Erickson-Wheeler,1
Garcia-Fletcher,1
Cabrera-Roberson,1
Davis-Hughes,1
Torres-Webb,1
Davidson-Tran,1
Tanner-Skinner,1
Goodman-Martin,1
White-Romero,1
Roberts-Harrison,1
Alvarado-Smith,1
Martinez-Dixon,1
Fisher-Morris,1
Johnson-Lin,1
Morrow-Morris,1
Burke-Valencia,1
Owens-Taylor,1
Rose-Nixon,1
Baldwin-Alvarez,1
Wallace-Lester,1
Hunter-Bailey,1
Harris-Erickson,1
Gillespie-Obrien,1
Flores-Hughes,1
Turner-Sloan,1
Foster-Alvarado,1
Pope-Munoz,1
Richards-Howell,1
Bowman-Ramirez,1
Richard PLC,1
Roy-Mitchell,1
Simmons-Matthews,1
Collins-Hansen,1
Cook-Harris,1
King-Wise,1
Carroll-Mills,1
Prince-Medina,1
Wong-Williams,1
Ingram-Bennett,1
Perez-King,1
Sims-Roth,1
Edwards-Rosales,1
Melton-Morris,1
Watson-Campbell,1
Booth-Nguyen,1
Davis-Mcmahon,1
Wallace-Obrien,1
Cummings-Hill,1
Mcguire Inc,1
Mora-Guerrero,1
Cisneros-Bush,1
Hill-Bennett,1
Stewart-Riley,1
Conway-Gutierrez,1
Gilmore-Carson,1
Leonard-Williams,1
Hogan-Gutierrez,1
Murphy-Myers,1
Ward-Kelly,1
Horn-Ellis,1
Chase-Thompson,1
Garcia-Park,1
Fuller-Yu,1
Lopez-French,1
Lee-Lambert,1
Smith-Dorsey,1
Blair-Middleton,1
Mullins-Williams,1
Morales-Pollard,1
Brown-Richards,1
Mcguire-Patel,1
Mack-Coleman,1
Wood-Perez,1
Hines-Gutierrez,1
Hardy-Williams,1
Murphy-Travis,1
Steele-Garcia,1
Vazquez-Hoffman,1
Huber-Campbell,1
Moore-Bean,1
Chan-Singh,1
Wilson-Fuller,1
Davis-Campos,1
Allen-Page,1
Butler-Glenn,1
Garcia-Thomas,1
Solis-French,1
Lopez-Lucero,1
Taylor-Owens,1
Smith-Reid,1
Thomas-Foster,1
Strong-Hawkins,1
Wang-Boyd,1
Olson-Chang,1
Lopez-Mcguire,1
Hines-Gray,1
Jacobs-Williams,1
Sims-Freeman,1
Adams-Grant,1
Adams-Gray,1
Hayes-Austin,1
Evans-Wilson,1
Stephens-Conrad,1
Anderson-Lambert,1
Long-Anderson,1
Brewer-Clark,1
Bowman-Bauer,1
Glass-Cruz,1
Mitchell-Gilbert,1
Espinoza-Fox,1
Gregory-Poole,1
Avila-Hutchinson,1
Bond-Jenkins,1
Phillips-Jackson,1
Willis-Harper,1
Salas-Haas,1
Ward-Stewart,1
Young-King,1
Ortega-Smith,1
Gross-Williams,1
Williams-Cortez,1
Melton-Brown,1
Guzman-Johnson,1
Reyes-Henry,1
Macias Group,1
Cox-Fletcher,1
Schmidt-Newton,1
Nelson-Hernandez,1
Hudson-Ward,1
Clark-Chandler,1
Patel-Henderson,1
Price-Chavez,1
Medina-Mendoza,1
Long-Wright,1
Romero-Morales,1
Leonard-Taylor,1
Hall-Ramsey,1
Dillon-Smith,1
Robinson-Wagner,1
Kirk-Clark,1
Mullins-Taylor,1
Solis-Hill,1
Ellis-Vargas,1
Trujillo-Turner,1
Adkins-Thompson,1
Adams-Carter,1
Lyons-Gregory,1
Hines-Carter,1
Wong-Alvarez,1
Randolph-Serrano,1
Miller-Boyle,1
Giles Inc,1
Glover-Donovan,1
Long-Adams,1
Knight-Ramsey,1
Lowery-Brooks,1
Brooks-Reyes,1
Horton-Wheeler,1
Jones-Johns,1
Caldwell-Nunez,1
Jenkins-Fletcher,1
Blackwell-Garcia,1
Randall-Ryan,1
Ortega-Williams,1
Rogers-Becker,1
Mack-Griffin,1
Johnston-Daniels,1
Hall-Hogan,1
Williams-Mason,1
Ellis-Velez,1
Peters-Fields,1
Castro-Joseph,1
Hebert-Grant,1
Yang-Golden,1
Taylor-Perkins,1
Norris-Ward,1
Thompson-Frank,1
Estes-Adams,1
Neal-Robertson,1
Vargas-Stevenson,1
Carroll-Soto,1
Vance-Pratt,1
Mendoza-Hill,1
Oneill-White,1
Campos-Jennings,1
Moore-Hughes,1
Garcia-Hill,1
Montoya-Bowers,1
Mooney PLC,1
Reed-Schwartz,1
Mccarthy-Johnson,1
Koch-Evans,1
Boyd-Russo,1
Lozano-Small,1
Gordon-Bruce,1
Schwartz-Baker,1
Davies-Wade,1
Howard-Lawrence,1
Smith-Ryan,1
Stewart-Ramos,1
Pruitt-Skinner,1
Dunn-Vasquez,1
Brown-Noble,1
Bradley-Silva,1
Bell-Stevenson,1
Rios-Davis,1
Huerta-Simmons,1
Richardson-Huber,1
Thomas-Booth,1
Spencer-Rhodes,1
Ortega-Lin,1
Phelps-Dunlap,1
Wilson-Pierce,1
Jones-Shepherd,1
Orozco-Gordon,1
Payne-Barnett,1
Vasquez-Marquez,1
Mckenzie-Leon,1
Jackson-Thomas,1
Roberts-Ray,1
Thomas-Chung,1
Ellis-Perry,1
Harris-Mejia,1
Campos-Brewer,1
Anderson-Blevins,1
Smith-West,1
Valdez-Jimenez,1
Moyer-Garner,1
Beck-Powell,1
Moore-Tapia,1
Richards-Fuentes,1
Fowler-Davis,1
Strong-Ray,1
Martin-Morales,1
Gaines and Sons,1
Murphy-Campbell,1
Juarez-Olson,1
Ferguson-Vasquez,1
James-Diaz,1
Robles-Owens,1
Peck-Rogers,1
Haney-Vargas,1
Diaz-Gentry,1
Moore-Bowers,1
Carroll-Whitaker,1
Atkins-Ibarra,1
Smith-Molina,1
Rivera-Stanley,1
Tate-Webb,1
Hanson-Flores,1
Caldwell-Byrd,1
Baker-Payne,1
Gates-Woods,1
Brooks-Davenport,1
White-Carr,1
Waller-David,1
Reese-Greene,1
Carroll-Michael,1
Houston-Cruz,1
Rogers-Klein,1
Hughes-Bates,1
Hurley-Owens,1
Smith-Salazar,1
Bell-Herring,1
Nichols-Herrera,1
Gay-Rivera,1
Roberson-Johnson,1
Schwartz-Bullock,1
Hawkins-Freeman,1
Elliott-Barrett,1
Price-Ross,1
Gay Group,1
Davis-Roberson,1
Barajas-Ward,1
Mills-Thompson,1
Lucas-King,1
Braun LLC,1
Riggs-Beck,1
Osborne-Lara,1
Wright-Mckay,1
Murphy-Harrison,1
Simmons-Romero,1
Johnson-Callahan,1
Hamilton-Robles,1
Myers-Smith,1
Adams-Pena,1
Diaz-Brown,1
Henry-Sanford,1
Lawson-Casey,1
Guzman-Price,1
Price-Moore,1
Chang-Martinez,1
Griffin-Thompson,1
Manning-Parker,1
Benson-Bruce,1
Charles-Bradford,1
Alvarez-Delacruz,1
Leach-Mckinney,1
Reed-Ellis,1
Green-Strong,1
Bailey-Flores,1
Jones-Melendez,1
Copeland-Salazar,1
Allen-Webb,1
Williams-Daniel,1
Huerta-Arias,1
Calderon-Barrett,1
Pineda-Franklin,1
Cardenas-Lawson,1
Carter-Chase,1
Church-Stevenson,1
Brown-Castillo,1
Reeves-Martinez,1
Carter-Horne,1
Evans-Mendoza,1
Krueger Inc,1
Collins-Huynh,1
Stewart-Howard,1
Gomez-Taylor,1
Valencia-Garner,1
Barnett-Davis,1
Barnett-Smith,1
Brown-Nichols,1
Aguilar-Fields,1
Mcneil-Bauer,1
Hicks-Lopez,1
Sullivan-Brown,1
Harmon-Glenn,1
Perry-Mason,1
Mcdonald-Martin,1
Fuentes-Barnes,1
Taylor-Gilbert,1
Lewis-Kelley,1
Nelson-Tucker,1
Bailey-Coleman,1
Macias-Palmer,1
Carson-George,1
Butler-Cowan,1
Gilbert-Wilkins,1
Coleman-West,1
Alvarez-Moreno,1
Bowman-Nguyen,1
Hamilton-Rice,1
Alvarez-Howard,1
Sanchez-Wheeler,1
Cantu-Peters,1
Bridges-York,1
Ward-Jackson,1
Roberts-Harris,1
Leon-Calderon,1
Green-Torres,1
Adams-Mcdonald,1
Wilcox-Sanchez,1
Cantrell-Reyes,1
Burgess-Johnson,1
Ford-Cantrell,1
Hughes-Dyer,1
Harrison-Davis,1
Campbell-Sims,1
Massey-Franco,1
Schmidt-Craig,1
Marsh-Harris,1
Smith-Higgins,1
Walker-Morris,1
Anthony-Miller,1
Short-Padilla,1
Moore-Singleton,1
Frye-Russo,1
Burton-Clark,1
Delgado-Bauer,1
Acevedo-Flores,1
Nguyen-Wheeler,1
Johnson-Davies,1
Hale-Anderson,1
Chen-Torres,1
Turner-Barnes,1
Johnson-Collier,1
Henry-Lawson,1
Neal-Gonzalez,1
Russell-Howard,1
Ball-Erickson,1
Figueroa-Miller,1
Figueroa-King,1
Russell-Moreno,1
Gomez-Clark,1
Aguirre-Torres,1
James-Rose,1
Hodge-Mclaughlin,1
Beck-Berg,1
Norton-Martin,1
Reed-Moore,1
Parker-Garrett,1
Steele-Lopez,1
Olson-Patrick,1
Cole-Smith,1
Lester-Ryan,1
Green-Robinson,1
Yates-Ayala,1
Poole-Ross,1
Wolfe-Perry,1
Crawford-Bird,1
Lam and Sons,1
Gordon-White,1
Skinner-Mendez,1
Weaver-Jackson,1
Johnson-Chan,1
Santana-Gray,1
Berger-Harris,1
Ramos-Martinez,1
Woods-Stevens,1
Howard-Daniel,1
Johnson-Ortiz,1
Buchanan-Gates,1
Perry-Cooper,1
Riley-Hale,1
Cummings-Tapia,1
Erickson-Garza,1
Alexander-White,1
Wyatt-Bennett,1
Jackson-Green,1
Flores-Best,1
Harper-Herrera,1
Nunez-Williams,1
Washington-Bates,1
Le-Montgomery,1
Shaw-Saunders,1
Jimenez-Greene,1
Browning Inc,1
Frazier-Henry,1
Moore-Mcintyre,1
Baker-Harrison,1
Burton-Scott,1
Cohen-Drake,1
Larson-Craig,1
Chase-Wilson,1
Kidd-White,1
Walters-Mitchell,1
Diaz-Murray,1
Walls-Diaz,1
Simmons-Schmitt,1
Logan-Brown,1
Hodge-Freeman,1
Glenn-House,1
Snyder-Rasmussen,1
Juarez-Jones,1
Erickson-Mercado,1
Le-Riddle,1
Good-Thompson,1
Barton-Nelson,1
Park-Macias,1
Porter-Dixon,1
Crosby-Freeman,1
Ayala LLC,1
Cruz-Smith,1
Hale-Wright,1
Rose-Harrison,1
Yang-Gonzalez,1
Gray-Colon,1
Sutton-Weaver,1
Park-Davis,1
Maxwell-Rojas,1
Stephens-Hale,1
Jarvis LLC,1
Watson-Grant,1
Williams-Hines,1
Goodwin-Bullock,1
Johnson-Morgan,1
West-Porter,1
Carter-Vega,1
Hughes-Sherman,1
Howe-Hernandez,1
Gordon-Higgins,1
Nguyen-Navarro,1
Parks-Patterson,1
Franco-Hernandez,1
Johnson-Adams,1
Clark-White,1
Torres-Wood,1
Wright-Wood,1
Martinez-Lyons,1
Lee-Booth,1
Shaw-Mckenzie,1
Chavez-Robinson,1
Wright-Sanchez,1
Vance and Sons,1
Pierce-Esparza,1
Hawkins-Castillo,1
Lindsey-Jensen,1
Allen-Hinton,1
Patton-Willis,1
Dougherty-Hanson,1
Maddox-Hoffman,1
Dennis-Hernandez,1
Whitney-Herrera,1
Hudson-Evans,1
Diaz-Logan,1
Dominguez-Castro,1
Moran-Gibson,1
Wilson-Morales,1
Evans-Thompson,1
Le-Anderson,1
Nelson-Guzman,1
Rios-Webb,1
Herrera-Farmer,1
Benson-White,1
Collier-Chandler,1
Wallace-Hall,1
Price-Brooks,1
Gonzalez-Morris,1
Davis-Tran,1
Allen-Grant,1
Mckinney-Griffin,1
Sullivan-Cameron,1
Deleon-Williams,1
Lucas-Lopez,1
Ortiz-Hart,1
Todd-Mendoza,1
Larsen-Meyer,1
Mann-Morales,1
Gonzalez-Chase,1
Hall-Ferguson,1
Mcdonald-Beck,1
Nelson-Stevens,1
Thompson-Ramsey,1
Livingston Inc,1
Fletcher-Boyd,1
Berry-Morgan,1
Ferguson-Lowe,1
Strong-Santos,1
Davidson-Howard,1
Thompson-Potter,1
Roach-Barton,1
Murphy-Hill,1
Robinson-Howell,1
Ramsey-Rhodes,1
Humphrey-Murphy,1
Rivera-Melendez,1
Hughes-Hurley,1
Butler-Patel,1
Rosario-Johnson,1
Garrison-Burns,1
Wright-Henry,1
Horton-Shelton,1
Torres-Henry,1
Simpson-Jackson,1
Harris-Tran,1
Jordan-Fisher,1
Holt-Odom,1
Lambert-Holloway,1
Turner-Stokes,1
Chavez-Morgan,1
Baker-Alvarez,1
Mills-Mendoza,1
Bennett-Terry,1
Berry-Morton,1
Estrada-Hobbs,1
Davila-Myers,1
Wallace-Roth,1
Weaver-Hamilton,1
Miller-Blake,1
Lawrence-Johnson,1
White-Cameron,1
Moore-Osborne,1
Stein-Hanna,1
Robles-Warren,1
Rogers-Rush,1
Holland-Martin,1
Snyder-Hernandez,1
Owens-Simmons,1
Herrera-Cantu,1
Torres-Vazquez,1
Wright-Vazquez,1
Barnes-Ford,1
Ford-Sanford,1
Graham-Hess,1
Walker-Swanson,1
Owen-Beck,1
Chavez-Ferguson,1
Henderson-Miller,1
Perez-Lopez,1
Tucker-Allen,1
Duncan-Brooks,1
Pineda-Garza,1
Rhodes-Collier,1
Meyer-Burnett,1
Martinez-Price,1
Gray-Long,1
Avila-White,1
Smith-Holland,1
Brown-Weeks,1
Young-Rivera,1
Wilson-Parrish,1
Gibson-Rogers,1
Nixon-Carrillo,1
Rogers-Taylor,1
Curry-Lewis,1
Simpson-Dixon,1
Villa-Harrison,1
Hansen-Moreno,1
Anderson-Jenkins,1
Walker-Torres,1
Berg-Fernandez,1
Torres-Collier,1
Ingram-Paul,1
Nichols-Clarke,1
Delgado-Harrell,1
Cobb-Lopez,1
Strong PLC,1
Cole-Morgan,1
White-Arnold,1
Jones-Hodges,1
White-Payne,1
Martin-Cain,1
Chapman-Sanford,1
Barrett-Peterson,1
Page-Ellis,1
Kerr-Paul,1
Hicks-Ewing,1
Swanson-Dorsey,1
Shields-Pham,1
Miles-Wade,1
Potter-Smith,1
Turner-Golden,1
Coleman-Fletcher,1
Diaz-Brewer,1
Le-Delacruz,1
Martin-Mora,1
Costa-Wells,1
Carroll-Robles,1
Elliott-Rhodes,1
Smith-Delgado,1
Morgan-Mercer,1
Braun-Solomon,1
Estes-Contreras,1
Gardner-Sandoval,1
Jackson-Johnston,1
Valdez-Vargas,1
Brown-Wright,1
Fox-Bowen,1
Collier-Perez,1
Wilson-Reid,1
Smith-Newman,1
Barnes-Riley,1
Stone-Becker,1
Rose-Waters,1
Patel-Salinas,1
Oneal-Powers,1
Casey-Gomez,1
Bennett-Russell,1
Richardson-Singh,1
Novak-Saunders,1
Cruz-Shaw,1
Guzman-Freeman,1
Edwards-Sherman,1
Conrad-Gomez,1
Murphy-Benjamin,1
Moran-English,1
Jackson-Holloway,1
Owens-Wilkins,1
Henderson-Ashley,1
Miller-Lynn,1
Meyer-Ortega,1
Romero-Meza,1
Mcfarland-Garcia,1
Campbell-Levy,1
Parker-Gonzalez,1
Scott-Harris,1
Robinson-Hoffman,1
Moody-Best,1
Avery-Rodriguez,1
Mcdonald-Woods,1
Santiago-Ross,1
Orozco-Boyd,1
Barrett-Jensen,1
Ramirez-Raymond,1
Robles-Tyler,1
Carpenter-Reed,1
Stanton-Sanchez,1
Pitts-Smith,1
Heath-Henderson,1
White-Patel,1
Pratt-Heath,1
Mcconnell-Cooper,1
Montoya-Carson,1
Hanna-Owens,1
Harrell-Wu,1
Harris-Carter,1
Gill-Phillips,1
Carlson-Miller,1
Dorsey-Carson,1
Rowland-Allen,1
Farmer-Hogan,1
Richardson-Chan,1
Archer-Rodriguez,1
Castaneda-Patel,1
Callahan-Bell,1
Davis-Hodge,1
Young-Lopez,1
Young-Barton,1
James-Miller,1
Hurst-Moran,1
Bauer-Pearson,1
Robinson-Carter,1
Keller-Archer,1
Andrade-Diaz,1
Hale-Harrison,1
Rose-Wright,1
Lyons-Chapman,1
Martinez-Logan,1
Chung-Duncan,1
Wong-Thomas,1
Le-Ramirez,1
Gregory-Freeman,1
Diaz-Carter,1
Wells-Norton,1
Howard-Wade,1
Harrison-Graves,1
Richards-Newman,1
Mendoza-Day,1
Bryant-Russell,1
Adams-Webb,1
Garcia-Travis,1
Donaldson-Smith,1
Smith-Curtis,1
Lucas-Montes,1
Huffman-Rice,1
Paul-Coleman,1
Taylor-Henry,1
Rivers-Weaver,1
Douglas-Baker,1
Franco Ltd,1
Bradshaw-Schultz,1
Cardenas-Brooks,1
Gonzalez-Pham,1
Allen-Downs,1
Fry-Williams,1
Baker-Maldonado,1
Bailey-Schultz,1
Mccullough-Scott,1
Robinson-Griffin,1
Powell-Boyer,1
Scott-Barker,1
Walter-Torres,1
Clarke-Lewis,1
Harrison-Lynch,1
Ruiz-Huffman,1
Taylor-Sanchez,1
Floyd-Avila,1
Davis-Osborne,1
Dudley Ltd,1
Powers-Martin,1
Guerrero-Johnson,1
Roberts-Alvarez,1
Sherman-Mercer,1
Avila-Franco,1
Curry-Baker,1
Harris-Griffith,1
Mcmahon-Greene,1
Rubio-West,1
Burton-Waters,1
Allen-Mcdonald,1
Gibson-Ashley,1
Gardner-Mason,1
Beck-Burgess,1
Rich-Ayala,1
Edwards-Owen,1
Foster-Gray,1
Crane-Jones,1
Ross-Ferguson,1
Martin-Carrillo,1
Butler-Gonzalez,1
Durham-Hall,1
Contreras-Haynes,1
Hansen-Ross,1
Hall-Fischer,1
Roman Ltd,1
Smith-Ramos,1
Morgan-Gill,1
Taylor-Fisher,1
Brown-Michael,1
Knox-Cunningham,1
Jacobs-Diaz,1
Potter-Carroll,1
May-Hester,1
Todd-Burns,1
Harris-Watson,1
Brooks-Rogers,1
Ruiz-Clark,1
Richard-Molina,1
Klein-Gutierrez,1
Dickerson-Phelps,1
Edwards-Adams,1
Spears-Shaw,1
Taylor-Larsen,1
Nguyen-Ballard,1
Martin-Austin,1
Thompson-Rios,1
Reid-Rios,1
Tran-Bennett,1
Greene-Best,1
Key-Combs,1
Brown-Campos,1
Clark-Boyer,1
Weber-Harvey,1
Wyatt-Bryant,1
Case-Arnold,1
Brown-Villarreal,1
Cook-Schmitt,1
Fisher-Bailey,1
Hunt-Parrish,1
Duncan-Glass,1
Peterson-Young,1
Moore-Lee,1
Taylor-Jacobson,1
Patrick-James,1
Vasquez-Rice,1
Davis-Alexander,1
Lynch-Kramer,1
Doyle-Castro,1
Dixon-Rogers,1
Davis-Jordan,1
Beltran-Mccarthy,1
Hamilton-Foster,1
Martinez-Gilmore,1
Hall-Wheeler,1
Alexander-Boyer,1
Johnson-Terry,1
Garner-Kim,1
Chen-Martin,1
Gallegos-Marquez,1
Coleman-Lynch,1
Dixon-Scott,1
Cook-Blake,1
Martinez-Howard,1
Johnson-Khan,1
Williams-Sloan,1
Jimenez-Wright,1
Lopez-Foster,1
Moore-Sparks,1
Cummings-Young,1
Hinton-Park,1
Montgomery-Heath,1
Weeks-Cox,1
Davis-Willis,1
Coleman-Golden,1
Reese-Adams,1
Williams-Rivas,1
Rubio-Gillespie,1
Roberts-Cohen,1
Hill-Fields,1
Mathis-Shepard,1
Jensen-Hernandez,1
Graves-Smith,1
Mckee-Watson,1
Jones-West,1
Garza-Jacobs,1
Lopez-Morgan,1
Schmidt-Morris,1
Thompson-Marks,1
Pitts-Ellis,1
Sparks Ltd,1
Weaver-Cline,1
Adams-Cohen,1
Johnson-Browning,1
Wood-Higgins,1
Williams-Reeves,1
Brown-Hughes,1
Ramos-Keller,1
Johnson-Ritter,1
Murillo PLC,1
Silva-Payne,1
Michael Group,1
White-Steele,1
Oconnell-Brown,1
Brown-Herman,1
Cox-Roman,1
Norris-Mata,1
Parsons-Burch,1
White-Horton,1
Martin-Arroyo,1
Shannon-Copeland,1
Marquez-Elliott,1
Fields-Davies,1
Lopez-Moses,1
Jennings-Scott,1
Flynn-Jimenez,1
Arnold-Blackburn,1
Rogers-Frank,1
Church-Hughes,1
Drake-Adams,1
Price-Henson,1
Pennington-Day,1
Brooks-Hodges,1
Joyce Ltd,1
Riley-Day,1
Barajas-Dunn,1
Medina-Kane,1
Stephenson-Perry,1
Hardy-Brown,1
Hartman-Bryant,1
Thomas-Byrd,1
Small-Obrien,1
Cain-Kane,1
Meza-Padilla,1
Davis-Ponce,1
Case-Kaufman,1
Schaefer Ltd,1
Arroyo Inc,1
Moran-Turner,1
Oconnor-Bennett,1
Pratt-Duran,1
Stanley-Kline,1
Torres-Robertson,1
Hunter-Brown,1
Perez-Newman,1
Coleman-Freeman,1
Hunt-Sandoval,1
Brooks-Horton,1
Hahn-Barrett,1
Black-Torres,1
Holland-Chambers,1
Hanson-Soto,1
Sanford-Carlson,1
Snyder-Lang,1
Brooks-Jacobs,1
Allison-Beard,1
Cordova-Mendez,1
Watson-Moran,1
Davis-Hubbard,1
Ramirez-Ruiz,1
Beasley-Madden,1
Walton LLC,1
Baldwin-Fry,1
Gutierrez-Nelson,1
Romero-Kelley,1
Larson-Price,1
Thompson-Shea,1
Parker-Ibarra,1
Anderson-George,1
Rogers-Meza,1
Warner-Vasquez,1
White-Powell,1
Robertson-Baker,1
Williams-Orozco,1
Gonzalez-Weaver,1
Campbell-Bean,1
Gaines-Adkins,1
Harding-Martinez,1
Dunn-Holmes,1
Gardner-Mathews,1
Calderon-Juarez,1
Simmons-Houston,1
Logan-Stewart,1
Zuniga-Burke,1
Robertson-Walker,1
Gould-Howard,1
Huber LLC,1
Turner-Barrett,1
Webb-Castro,1
Chavez-Nelson,1
Patterson-Boyle,1
Harrell-Parker,1
Salazar-Poole,1
Watson-Mercado,1
Lewis-Anderson,1
Torres-Jenkins,1
Morris-Norton,1
Roach-Hall,1
Benson-Welch,1
Conner-Gonzalez,1
Small-Williams,1
Odom-Gonzalez,1
Small-Oliver,1
Chapman-Gray,1
Williamson-Hall,1
Flynn-Burgess,1
Cameron-Scott,1
Lynch-Norris,1
Lopez-Parker,1
Maddox-Guzman,1
Newton-Terry,1
Hicks-Ford,1
Davis-Lee,1
Thompson-Simmons,1
Griffin-Ward,1
Ortega-Brown,1
Sutton-Lewis,1
Martin-Taylor,1
Ramirez-Lloyd,1
Hurley-Knapp,1
Robinson-Cooper,1
Wilkinson-Obrien,1
Lowery-Barnett,1
Miles-Baker,1
Riley-Davidson,1
Decker-Pratt,1
Skinner-Simpson,1
Marquez-Page,1
Pena-Peterson,1
Graves-Solomon,1
Adams-Chase,1
Davis-Richardson,1
Mahoney-Schmitt,1
Atkinson-Wyatt,1
Gardner-Bullock,1
Oconnor-Wagner,1
Brown-Roberson,1
Grant-Medina,1
Ortiz-Tran,1
Obrien-Anderson,1
Taylor-Hicks,1
Long-Perez,1
Robinson-Powell,1
Estrada-Harris,1
Willis-Arnold,1
Harper-Acosta,1
Williams-Blake,1
Potts-Webster,1
Jackson-Haynes,1
Acosta-Garcia,1
Zamora-Wilson,1
Collins-Reilly,1
Lane-Haney,1
Acevedo-Weaver,1
Sims-Brandt,1
Young-Crawford,1
Collins-Thomas,1
Foster-Gutierrez,1
Alvarado-Leon,1
Heath-Herring,1
Lopez-Elliott,1
Thomas-Moreno,1
Green-Wong,1
Hopkins-Blair,1
Molina-Barber,1
Tucker-Gross,1
Jones-Marks,1
Rhodes-Jacobson,1
James-Anderson,1
Rosales-Clark,1
Chandler-James,1
Combs-Clark,1
Berg-Duffy,1
Allen-Zuniga,1
Mann-Williamson,1
Nelson-Norton,1
Johns-Michael,1
Randolph-Pham,1
Wu-Andrews,1
Malone-Jennings,1
Payne-Gonzalez,1
King-Foster,1
Salinas-Randolph,1
Sellers-Rowe,1
Lewis-Morgan,1
Wright-Crawford,1
Cervantes-Wilson,1
Rosales-Cooper,1
Morrow-Smith,1
Brown-Schwartz,1
Ingram-Lucas,1
