merchant_name,avg_txn_value
"Murphy, Ward and Hernandez",1128.6
Quinn-Roth,1128.57
"Paul, Shaw and Meyer",1128.53
Parker-Stokes,1128.51
Scott-Mendoza,1128.32
Mack Group,1128.23
Kim-Colon,1128.22
Hurst-Reed,1128.2
Cooper-Brennan,1128.16
"Wong, Cruz and Cole",1128.02
Reid-Jones,1127.98
Choi Ltd,1127.9650000000001
Stevens-Hart,1127.96
"Robinson, Smith and Anderson",1127.95
"Hendricks, Drake and Chambers",1127.92
"Ferguson, Pierce and Hudson",1127.88
"Turner, Barr and Garcia",1127.84
"Walter, Moody and Roth",1127.62
Walters-Hale,1127.55
Hudson-Gonzales,1127.47
Dillon and Sons,1127.3200000000002
"Lopez, Fernandez and Torres",1127.19
Buchanan-Snyder,1126.99
"Brown, Anderson and Diaz",1126.91
"Harris, Ortiz and Mejia",1126.83
"Morales, Edwards and Valdez",1126.74
Walker-Holder,1126.71
"Rhodes, Shaw and Bender",1126.69
Simmons-Elliott,1126.59
"Clark, Wells and Wong",1126.58
Navarro-Edwards,1126.57
"Hoover, Graham and Brooks",1126.54
"Arnold, Cruz and Banks",1126.54
Melton-Lewis,1126.43
Bond-Brown,1126.395
"Lee, Cunningham and Ramirez",1126.36
Rivera-Mills,1126.22
"Davis, Mullins and Jarvis",1126.11
"Trevino, Chavez and Mcconnell",1126.1
"Ayala, Allen and Andrews",1126.02
French-Robinson,1125.97
"Robinson, Johnson and Melendez",1125.81
"Campbell, Rodriguez and Butler",1125.53
"Brown, Keith and Jenkins",1125.51
"Hester, Monroe and Miller",1125.34
"Ray, Myers and Martin",1125.29
"Porter, Jacobs and Riley",1125.29
Ayala Inc,1125.2450000000001
"Rodgers, Cardenas and Torres",1125.09
"Le, Lee and Boyd",1125.08
"Kramer, Wells and Brown",1125.06
Michael-Stafford,1124.84
Lee-Thompson,1124.82
"Klein, Fischer and Gilbert",1124.63
"Miller, Cox and Mcclure",1124.45
"Stewart, Hamilton and Jefferson",1124.37
Andrews-Martinez,1124.18
"Howell, Johnson and Rivera",1124.05
"Smith, Mendez and Rodriguez",1124.04
"Carter, Sanchez and Garza",1123.98
Edwards-Reed,1123.9
Sutton-Perez,1123.85
"Soto, Thomas and Porter",1123.77
"Guerra, Calhoun and Meyer",1123.47
Cross-Hess,1123.34
"Mccormick, Perez and Patterson",1123.33
"Kennedy, Bennett and Williams",1123.29
Roberts-Collier,1123.29
Oneill-Cole,1123.26
"Reese, Lewis and Brown",1122.95
"Christensen, Smith and Johnson",1122.94
"Merritt, Edwards and Garcia",1122.91
Contreras-Brown,1122.78
Sweeney LLC,1122.78
"Torres, Walker and Rios",1122.67
Turner-Pitts,1122.62
Ballard-Curtis,1122.54
"Torres, Nelson and Nelson",1122.49
"Walsh, Hall and Reeves",1122.36
"Navarro, Valenzuela and Gonzalez",1122.25
Hernandez-Bartlett,1122.19
Schaefer-Gordon,1122.04
Mcneil-Beck,1121.96
Lewis-Reid,1121.84
"Beck, Brown and Pineda",1121.75
"Owen, Wade and Wise",1121.7
Jones-Wright,1121.63
Lucero-Lane,1121.48
"Harris, Aguilar and Scott",1121.34
Anderson-Hogan,1121.25
Wells-Ramsey,1121.21
"Smith, Franco and Carpenter",1121.08
"Pennington, Jones and Morgan",1121.07
Romero-Quinn,1121.02
"Young, Richardson and Carrillo",1120.98
Trevino-Thomas,1120.83
"Henderson, Rogers and Garcia",1120.78
Fritz-Harris,1120.67
Mccarthy-Wilson,1120.64
"Walker, Reyes and Hodge",1120.46
Moore-Dyer,1120.37
Williams-Jenkins,1120.32
"Fields, Wilson and Holmes",1120.3
Moore-Melton,1120.2
"Lewis, Johnson and Myers",1120.19
"Perez, Moss and Scott",1120.16
Jordan-Cummings,1120.05
Montgomery-Herrera,1120.03
Good-Gomez,1119.95
Hines-Walker,1119.79
Newton Group,1119.685
Walsh-Scott,1119.56
Trujillo-Russo,1119.47
"Kelly, Patterson and Peterson",1119.41
"Hensley, Blackburn and Kelly",1119.37
Lewis-Webb,1119.36
"Ramsey, Jimenez and Parker",1119.35
"Clark, Steele and Hayes",1119.24
"Gonzalez, Harvey and Ward",1119.19
Ferrell and Sons,1119.1166666666668
Weiss-Webb,1119.0
"Horton, Khan and Hayes",1118.86
"Brown, Williams and Brown",1118.49
Shah-Ramos,1118.4
"Turner, Pearson and Greene",1118.32
Montoya-Conley,1118.18
Hernandez-Harmon,1118.18
Wells-Blake,1118.08
"Johnson, Morrison and Griffin",1118.07
Malone-Gonzalez,1117.8899999999999
Walker-Nolan,1117.68
Harris-Davis,1117.675
"Sullivan, Williams and Christian",1117.51
"Williams, Weaver and Contreras",1117.48
Salazar Group,1117.4433333333334
"Martinez, Allen and Cisneros",1117.4
"Chaney, Castro and Bean",1117.26
Thomas-May,1117.15
"Perez, Davidson and Daniel",1117.11
"Sharp, Ali and George",1117.04
Joseph-Barton,1117.04
Hart-Callahan,1116.97
"Blevins, Green and Cruz",1116.96
"Bell, Welch and King",1116.83
"Williams, Scott and Peterson",1116.77
"Martinez, Sanchez and Bradley",1116.69
"Brooks, Miller and Sutton",1116.56
"Murphy, Smith and Thompson",1116.35
Haas LLC,1116.3100000000002
"Pena, Hobbs and Taylor",1116.24
"Mcdonald, Hill and King",1115.98
"Mccarthy, Harris and Powers",1115.89
"Thomas, Serrano and Castillo",1115.87
Chen-Jones,1115.855
Cooke-Nelson,1115.71
Neal-Khan,1115.7
Lewis-Solomon,1115.64
Sims-Gonzales,1115.5
Powers-Foster,1115.44
"Stewart, Fry and Murphy",1115.37
Stark and Sons,1115.14
West-Marks,1115.02
Leach-Romero,1114.92
"Ingram, Lara and Perry",1114.77
Marshall-Walters,1114.27
Lopez-Leon,1114.23
"Wells, Payne and Holmes",1114.17
Cooper-Aguilar,1113.92
"Miller, Barry and Knapp",1113.87
Banks-Terry,1113.79
Smith-Bolton,1113.75
"Davis, Brown and Jones",1113.69
Stephenson-Perry,1113.52
"Cantrell, Morgan and Hernandez",1113.49
"Walker, Little and Anderson",1113.44
"Matthews, Stephens and Macias",1113.15
Watson-Wise,1113.02
"Fernandez, Gallegos and Porter",1112.94
"Cox, Williams and Moore",1112.94
Olsen-Smith,1112.8
Bowen-Frank,1112.77
Wright-Cordova,1112.73
Cochran-Owens,1112.66
"Warner, Nguyen and Fletcher",1112.54
"Stephens, Roberson and Guzman",1112.52
"Davis, Smith and Weber",1112.48
Sullivan-Stanley,1112.47
Nunez-Walker,1112.26
Mueller-Taylor,1112.22
"Gallagher, Hicks and Davis",1112.16
Garcia-Lang,1112.15
White-Powers,1111.96
Shields-Mccormick,1111.9
"James, Faulkner and Jones",1111.49
"Baker, Lawrence and Crawford",1111.4
"Mckee, King and Valenzuela",1111.35
Ortiz-Alvarado,1111.31
"Romero, Carroll and Eaton",1111.27
Torres-Morris,1111.24
Garza-Williams,1111.21
"Skinner, Wolfe and Gallegos",1111.15
"Pitts, Patterson and Brown",1111.1
"Jones, Alexander and Novak",1111.06
"Miller, Wright and Martinez",1110.93
Merritt-Thomas,1110.91
Barber-Powers,1110.9
Hill-Fields,1110.88
Shepard-Thompson,1110.87
"Davis, Rivera and Mcmahon",1110.76
"Williamson, Burns and Rojas",1110.74
"Hanson, Perez and Bonilla",1110.68
Gardner-Manning,1110.68
"Mcneil, Chavez and Thomas",1110.61
"Brown, Cantu and Baker",1110.61
"Holder, Wagner and Estes",1110.54
Hill-Velasquez,1110.46
"Sexton, Robinson and Bates",1110.44
"Patel, Bell and Wall",1110.23
Reilly-Williams,1110.16
"Stone, Graham and Lee",1110.15
"Ramirez, Phillips and Schroeder",1110.07
Schneider-Rosario,1109.81
"Nicholson, Hernandez and Solomon",1109.8
"Smith, Phillips and Gonzalez",1109.79
"Clark, Young and Graham",1109.61
"Nash, Valenzuela and Key",1109.6
Goodman-Castro,1109.44
"Romero, Lopez and Brown",1109.41
Martinez-Torres,1109.41
"Haynes, Padilla and Thompson",1109.32
"Alvarez, Howard and Torres",1109.25
"Stone, Sanchez and Kerr",1109.23
"Martin, Gentry and Johnson",1109.18
"Valdez, Michael and Rodriguez",1108.98
Mccann-Murray,1108.96
"Stewart, Meyer and Hunter",1108.9
Calderon-Glenn,1108.89
Davis-Carroll,1108.85
Blankenship-Romero,1108.7
Thomas-Barnett,1108.56
"Velazquez, Jones and Ford",1108.39
Lopez-Jordan,1108.39
Wright-Malone,1108.305
Bass-Gomez,1108.3
Roberts-Bowers,1108.24
"Flores, Wilson and Brooks",1108.22
"Rice, Freeman and Wilson",1108.2
Mcdaniel-Rivera,1108.04
Jarvis-Randall,1107.93
"Myers, Schneider and Ortiz",1107.88
Cooper-Robinson,1107.81
Moore-Harmon,1107.47
Fischer-Phillips,1107.44
West-Hunter,1107.41
Harper-Owen,1107.38
"Wallace, George and Wilson",1107.35
Ramirez-Arnold,1107.31
"Scott, Robinson and Manning",1106.78
"Morrow, Wilson and Glover",1106.75
"Knox, Miller and Jones",1106.71
Hall-Shaw,1106.65
Hunter-Hobbs,1106.58
"Woods, Franklin and Henderson",1106.56
Mann-Hull,1106.56
Long Inc,1106.295
Phillips-Mitchell,1106.26
"Rodriguez, Lopez and Spencer",1106.25
"Gonzalez, Frank and Thomas",1106.2
Tapia-Stewart,1106.16
"Dennis, Dominguez and Mcbride",1106.13
Newman-Gomez,1106.12
"Ramos, Gibson and Mills",1106.11
"Ramirez, Parker and George",1106.0
"Beasley, Vance and Mcdowell",1105.68
Johnson-Woodward,1105.68
Simmons-Barnes,1105.605
Nguyen-Dennis,1105.58
"Levine, Duncan and Gonzales",1105.55
Pena-Moore,1105.5
Hawkins-Fowler,1105.22
"Robinson, Walton and Fitzgerald",1104.99
"Jordan, Jones and Mayer",1104.83
Miles-Brown,1104.82
Barajas PLC,1104.775
Malone-Tucker,1104.67
Kim-Henderson,1104.63
Franklin-Chen,1104.6
Orr-Garcia,1104.42
"Reed, Mitchell and Smith",1104.41
Smith-Hudson,1104.4
Martinez-Shaw,1104.33
Williams-Byrd,1104.2350000000001
"Morse, Vang and Smith",1104.2
"Sanders, Lee and Gibson",1104.13
Barber-Robinson,1104.13
"Phillips, Rodriguez and Campbell",1103.94
"Parks, Davis and Mendez",1103.92
Michael Group,1103.86
Quinn-Rodriguez,1103.86
"Miller, Banks and Garcia",1103.73
Miller-Andrews,1103.7
"Andrews, Carroll and Garcia",1103.69
"Rodriguez, Gonzalez and Campbell",1103.64
Hernandez-Holmes,1103.56
"Hanson, Barrera and Mckay",1103.55
"Hensley, Black and Cooke",1103.45
"Ramirez, Martin and Arnold",1103.34
"Robinson, Boyd and Holden",1103.32
Underwood-Williams,1103.25
"Martinez, Chung and Mcmillan",1103.19
"Velazquez, Thompson and Smith",1103.07
Thomas-Taylor,1103.06
"Mcdonald, Meyer and Khan",1102.93
Lane-Jordan,1102.55
Cole-Beck,1102.49
Hamilton-Solis,1102.46
Robinson-Farrell,1102.44
"Davis, Baker and Middleton",1102.32
Chen Ltd,1102.312
"Riley, Acevedo and Anderson",1102.26
Hardy-Anderson,1102.24
"Martin, Lane and Rodriguez",1102.12
Bailey-Smith,1102.09
"Humphrey, Hall and Bell",1102.02
"Johnson, Flores and Beck",1101.85
Whitney-Jackson,1101.84
Hart-Murphy,1101.81
Kaufman-Burns,1101.78
"Brown, Owens and Bond",1101.76
Nguyen-Diaz,1101.76
"Owens, Mckay and Ray",1101.65
"Morrison, Williams and Duran",1101.63
Hester-Miller,1101.58
Shea Group,1101.455
"Stevens, Miller and Cole",1101.45
"West, Martinez and Waller",1101.43
"Stevens, Watson and Morales",1101.39
"Ross, Jimenez and Bridges",1101.34
"Koch, Coleman and Bentley",1101.26
"Hughes, Matthews and Myers",1101.19
Ray-Hines,1101.02
"Vaughn, Gates and Sanders",1100.94
Jordan-Martinez,1100.9
Jones-Obrien,1100.88
"Jones, Griffin and Thompson",1100.71
Mills-Garner,1100.7
Christensen-Gomez,1100.68
Love-Hoffman,1100.65
Burns-Cervantes,1100.63
"Bryant, Bennett and Sparks",1100.48
"Rogers, Mitchell and Bennett",1100.46
"Hernandez, Smith and Burns",1100.45
Ware Inc,1100.43
"Moses, Evans and Mitchell",1100.37
Vaughn-Phillips,1100.26
"Cameron, Chandler and Peck",1100.09
Rogers-Becker,1100.06
Hess-Pugh,1099.9
Reed-Molina,1099.73
Bates-Powell,1099.63
Mitchell-Moody,1099.52
Mccarthy-Alvarez,1099.4
"Roberts, Gibson and Thomas",1099.39
"Mendez, Joseph and Park",1099.09
"Bennett, Torres and Sanchez",1099.05
Harrington-Johnson,1099.05
Ortiz-Perkins,1099.03
"Cowan, Lawrence and Garcia",1098.81
Smith-Sherman,1098.68
"Mora, James and Jensen",1098.67
"Phillips, Branch and Harrell",1098.57
"Wallace, Valencia and Park",1098.54
"Rodgers, Rogers and Malone",1098.52
Mcguire-Schaefer,1098.51
"Donovan, Nelson and Walsh",1098.44
"Hubbard, Paul and Miller",1098.32
"Massey, Anderson and Lester",1098.26
"Fisher, Nicholson and Hicks",1098.22
Howe LLC,1098.2
Meyers-Kim,1098.19
Baker-Maldonado,1098.16
Flores-Mcdaniel,1098.09
"Casey, Hill and Clark",1097.95
"Rivera, Carter and Weber",1097.94
"Hensley, Wallace and Miller",1097.93
Hicks-Hall,1097.75
Santiago-Warner,1097.64
Clark-Greene,1097.63
Diaz-Diaz,1097.61
"Ponce, Mitchell and Warner",1097.4
Buchanan-Guerra,1097.34
Campbell-Curtis,1097.24
Bernard-Turner,1097.21
Gates-Johnson,1097.1
"Johnson, Potter and Martinez",1097.08
Russell-Gilbert,1097.08
Tucker-Romero,1097.01
Vega-Christensen,1096.88
Mclean-Richardson,1096.63
Francis-Smith,1096.61
"Sullivan, Brooks and Morris",1096.49
"Clark, Wells and Barnes",1096.43
Dillon-Robbins,1096.39
"Wise, Vance and Wu",1096.05
Hill-Ponce,1095.99
Lam-Rose,1095.89
"Dalton, Cohen and Villa",1095.85
Henry-Garcia,1095.8
"Miller, Gutierrez and Thomas",1095.76
Neal-Jackson,1095.51
"Buckley, Day and Ochoa",1095.27
Simmons-Banks,1095.24
Hart-Vasquez,1095.22
"Anderson, Lee and Torres",1095.18
Sandoval Inc,1095.1299999999999
"Sutton, Graves and Jones",1095.12
Huff-Reynolds,1095.12
"Kaiser, Crane and Medina",1095.09
Bates-Chen,1095.01
Cooper-Henry,1094.98
"Mcdowell, Mendez and Martin",1094.94
"Hale, Hughes and Hunt",1094.84
Woodard-Oneill,1094.69
Hansen-Mahoney,1094.44
"Sanchez, Reilly and Johnson",1094.4
Grimes-Meyer,1094.31
"Hernandez, Barber and Rich",1094.29
Barnett-Matthews,1094.28
"Wade, Parker and Cochran",1094.15
Mccoy-Johnson,1093.95
Lucas-Cooper,1093.91
Pierce-Bradley,1093.88
"Walsh, Johnson and Cherry",1093.87
"Gonzalez, Atkinson and Grant",1093.75
Medina-Fernandez,1093.57
"Ramirez, Hale and Torres",1093.45
"Butler, Jackson and Thomas",1093.37
"Smith, Jenkins and Jones",1093.32
"Brandt, Barnes and Bailey",1093.22
Arroyo Group,1093.22
"Hull, Long and Powell",1093.21
"Crawford, Jackson and Crawford",1093.1
Riggs-Cline,1092.89
Day-Watson,1092.82
"Craig, Brown and Gonzalez",1092.78
"Harvey, Bright and Hayes",1092.72
Castillo-Rhodes,1092.72
"Hernandez, Taylor and Lucas",1092.66
Jordan-Li,1092.5549999999998
Ellison LLC,1092.525
"Cuevas, Lopez and Colon",1092.51
Ellis-Vincent,1092.51
"Davis, Hahn and Jackson",1092.4
"Vaughn, Snyder and Gutierrez",1092.26
Long-Benson,1092.14
"Harris, Alexander and Gonzalez",1091.93
Crawford-Rush,1091.78
"Fox, Scott and Myers",1091.77
Moore-Bowers,1091.68
"Hamilton, Moran and Hart",1091.61
Harris-Mcconnell,1091.5
Nguyen-Flores,1091.48
"Hughes, Gonzalez and Baker",1091.39
"Williams, Mayer and Summers",1091.2
Wright-Lee,1090.965
"Anderson, Murray and Romero",1090.94
Gordon-Choi,1090.6
"Fowler, Hill and Holloway",1090.56
"Henry, Gonzales and Garrett",1090.36
"Williams, Jones and Williams",1090.3
Williams-Daniel,1090.22
"Rodriguez, Ramos and Jordan",1090.17
Obrien-Phelps,1090.15
"Jones, Ferguson and Smith",1090.09
Calhoun-Mccullough,1090.04
"Salinas, Glover and Sanchez",1090.01
Shepherd-Webb,1090.01
Rivas-Walker,1089.87
"Jenkins, Simmons and Jackson",1089.73
Thompson-Flores,1089.66
Wolfe-Williams,1089.64
"Vazquez, Miller and Nguyen",1089.62
Ruiz-Blankenship,1089.55
Jacobs-Wall,1089.41
"Vang, Jones and Watts",1089.36
Johnson-Santiago,1089.32
"Evans, Barron and Gibbs",1089.24
"Golden, Brown and Mcgee",1089.23
"Kane, Murray and Willis",1089.1
Perez-Brewer,1089.07
"Williams, Johnson and Henderson",1089.06
"Sexton, Smith and Carter",1089.06
"Davila, Weiss and Jackson",1088.92
Newman-Peters,1088.92
Merritt-Dickerson,1088.84
"Guerra, Arnold and Yoder",1088.75
"Day, Browning and Davis",1088.73
"Sullivan, Walter and Berger",1088.6
"Valenzuela, Garcia and Ward",1088.48
"Reed, Vang and Stanton",1088.44
"Ruiz, Brown and Evans",1088.4
Frazier-Murillo,1088.4
"Benson, Munoz and Hess",1088.31
"Petty, Miller and Clark",1088.22
Johnson-Harper,1088.17
"Pearson, Gutierrez and Holland",1088.04
"Thomas, Boyd and Gordon",1088.01
Wallace-Summers,1087.93
Cohen-Gregory,1087.88
"Gutierrez, Carr and Patton",1087.76
Cochran Inc,1087.7466666666667
Calderon-Juarez,1087.73
Ortega-Ray,1087.68
Bond-Roth,1087.55
"Wang, Bishop and Green",1087.5
Davis-Romero,1087.37
"Price, Winters and Morrow",1087.34
"Wood, Gonzales and Lee",1087.13
Ramirez-Abbott,1087.11
Harrington-Hudson,1087.07
"Velasquez, Wilson and Hess",1087.04
James-Barker,1087.02
Trevino-Simpson,1086.88
Sanchez-Santos,1086.84
"Todd, Sandoval and Spence",1086.83
Dixon-Brown,1086.81
Nichols-Bass,1086.79
Chambers-Hamilton,1086.52
Hayes-Wright,1086.52
Stokes-Hall,1086.47
"Hill, Castillo and Rodriguez",1086.31
Gibson-Williams,1085.83
Foster-Gardner,1085.655
"Rojas, Anderson and Schultz",1085.64
"Villarreal, Dickerson and Mann",1085.62
Tran-Boyle,1085.6
Griffin-Aguilar,1085.58
"Valentine, Fernandez and Byrd",1085.51
"Thomas, Costa and Evans",1085.47
Erickson-Evans,1085.37
"Gordon, Walters and Duncan",1085.3
Kennedy-Wallace,1085.19
Spears-Conway,1085.09
"Walker, Walton and Meza",1085.02
"Walker, Rivera and Henderson",1084.87
"Maynard, Mcdonald and Garner",1084.8
Pacheco-Lee,1084.69
"Berry, Smith and Bullock",1084.55
Anthony-Medina,1084.49
"Torres, Hayes and Mitchell",1084.46
"Higgins, Lewis and Yoder",1084.43
Carter-Shelton,1084.37
"Brady, Baker and Long",1084.32
"White, Sims and Williams",1084.31
Hendricks Group,1084.02
Eaton-Howell,1084.01
Rowland and Sons,1084.01
Mann-Erickson,1083.99
"Waller, Rocha and West",1083.97
"Pollard, Pearson and Torres",1083.92
Hall-Russell,1083.8
Wallace-Fernandez,1083.7
"Hensley, Pruitt and Francis",1083.68
Bradshaw-Schultz,1083.66
"Harrison, Rodriguez and Bush",1083.6
Adams-Ali,1083.59
Barajas Group,1083.5
"Fernandez, Dunn and Vazquez",1083.44
Floyd-Foster,1083.24
"Galloway, Miles and Berry",1083.22
Pittman-Butler,1083.2
Cox-Cook,1083.17
Mills-Mccarty,1083.09
"Kirby, Cherry and Henry",1083.02
"Mckay, Fisher and Hahn",1082.97
"Taylor, Meyers and Atkinson",1082.84
Coffey PLC,1082.64
"Foley, Carroll and Lewis",1082.52
"Stewart, Jackson and Nash",1082.5
"Pearson, Jefferson and Andrade",1082.48
Rice-Reed,1082.45
"Ramos, Gallagher and Rojas",1082.43
"Young, Gonzalez and Hines",1082.42
Fitzpatrick-White,1082.41
"Rogers, Branch and Wright",1082.4
Faulkner-Johnson,1082.2
"Stein, Todd and Edwards",1082.17
Trujillo-Khan,1082.11
"Myers, Elliott and Brown",1081.92
"Davis, Franklin and Bush",1081.88
"Fleming, Carter and Morris",1081.86
"Gregory, Tucker and Riley",1081.79
Gonzales-Thomas,1081.69
"Jenkins, Dickson and Nicholson",1081.67
Mcconnell Group,1081.5466666666669
"Murphy, Montes and Lozano",1081.52
Mathis-Silva,1081.29
Wall PLC,1081.25
"Taylor, Mitchell and Hoover",1081.19
"Jackson, Wilson and Gibson",1081.19
"Young, Nelson and Hobbs",1081.19
"Ellis, Smith and Wilson",1081.09
"Cole, Russell and French",1080.92
Meadows-Harris,1080.91
"Marks, Davies and Fox",1080.89
Bryan-Riley,1080.83
Carter-Gibbs,1080.81
Jones-Hamilton,1080.81
"Baker, Matthews and Solis",1080.73
"Morales, Thompson and Powell",1080.66
"Jones, Quinn and Taylor",1080.55
Smith-Bennett,1080.5
"Schroeder, White and Neal",1080.39
Solis LLC,1080.33
"Smith, Perez and Ellis",1080.28
Garcia-Murphy,1080.13
"Acevedo, Mclean and Patterson",1080.05
"Gonzalez, Becker and Johnson",1080.04
Sullivan-Hill,1079.82
"Harris, Jones and Mcdonald",1079.79
"Brown, Anderson and Brown",1079.72
"Henry, Rogers and Powell",1079.69
Miller-Baker,1079.58
"Sheppard, Heath and Durham",1079.02
"Martin, Baker and Wilson",1078.96
"Russell, Stokes and Porter",1078.89
"Watson, Castaneda and Clark",1078.62
Hull-Hudson,1078.62
Shields-Holden,1078.59
Mueller-Escobar,1078.5
"Hernandez, Jackson and Clay",1078.38
"Flores, Harding and Garcia",1078.33
Noble-Farley,1078.24
"Riddle, Wright and Guerrero",1078.1
"Coleman, Lester and Carney",1078.07
"Cruz, Miller and Medina",1077.99
Werner PLC,1077.98
Sawyer-Andrews,1077.95
"Rollins, Roach and Wallace",1077.9
Miller-Park,1077.8
"Solis, Stone and Blanchard",1077.73
Rodriguez-Mccoy,1077.61
"Middleton, Baker and Chen",1077.6
Stephenson-Rivera,1077.59
Perez-Mcdonald,1077.49
Day-Griffin,1077.45
"Bonilla, Hunter and Henderson",1077.34
"Frazier, Mata and Campos",1077.25
Hendricks-Chambers,1077.17
Cooper-Chapman,1077.13
"Hendricks, Garcia and Evans",1077.07
Frank-Smith,1076.91
"Weaver, Miller and Nelson",1076.9
Wolf-Anderson,1076.685
Gonzalez-Zhang,1076.64
"Gould, Castro and Harris",1076.62
Griffin-Anderson,1076.55
"Shaw, Oliver and Gaines",1076.54
"Wilson, Ramirez and Roberts",1076.48
"Grant, Smith and Hernandez",1076.39
Smith-Ramirez,1076.24
"Webb, Walker and Nguyen",1076.23
Campbell-Figueroa,1076.22
Robertson-Hogan,1076.1
Price-Bryant,1075.93
"Lutz, Davis and Tucker",1075.91
"Heath, Rose and Trevino",1075.68
Rice-Malone,1075.43
"Vargas, Anderson and Chandler",1075.42
"Wolf, Rivera and Mcmahon",1075.37
Mendoza-Fleming,1075.35
"Gonzales, Williams and Hamilton",1075.34
Sanders-Dixon,1075.28
Ward-Camacho,1075.23
"Campbell, Humphrey and Sexton",1075.13
"Matthews, Jordan and King",1075.11
"Mcdonald, Gonzalez and Robinson",1075.07
"Gonzalez, Petersen and Wallace",1074.98
"Clark, Wood and Medina",1074.98
Davis-Foster,1074.89
Salinas-Alvarez,1074.69
Baker-Hobbs,1074.66
"Thomas, Welch and Campbell",1074.55
"Duncan, Hernandez and Ward",1074.4
Clay LLC,1074.35
"Molina, Andrews and Ball",1074.33
"Smith, Ayala and Chen",1074.31
Scott-Cochran,1074.21
"Myers, Anderson and Dyer",1074.19
"Frye, Castro and Ware",1074.1
"Baird, Ortiz and Turner",1074.04
Mccormick-Ortega,1074.03
"Camacho, Woods and Small",1073.96
"Brown, Schmidt and Martin",1073.81
Collier-Perez,1073.78
"Hamilton, Walker and Johnson",1073.73
"Sanchez, Richardson and Eaton",1073.73
"Ramirez, Jenkins and Warren",1073.69
Powell-Long,1073.66
Taylor-Lopez,1073.61
Greene-Mitchell,1073.52
"Reeves, Hall and Mccarthy",1073.36
"Sampson, Carrillo and Smith",1073.33
"Patterson, Hernandez and Pugh",1073.29
"Moreno, Smith and Butler",1073.25
Brown-Michael,1073.23
Griffin-Moore,1073.23
"Ellison, Brady and Wilson",1073.16
Aguilar-Franklin,1073.06
Perry-Doyle,1073.06
"Hale, Fox and Hogan",1072.94
"Mills, Sanders and Watkins",1072.91
Rodriguez-Ruiz,1072.535
Roy-Mitchell,1072.41
Buckley-Baxter,1072.36
"Norton, Santos and Mendoza",1072.32
"Lambert, Pham and Yoder",1072.12
Grant-Smith,1072.08
Diaz-Crosby,1072.04
Hodges-Oliver,1071.95
"Williams, Davis and Stone",1071.94
"Herrera, Shelton and Nelson",1071.84
"Johnston, Ellis and Ferguson",1071.82
Massey-Petersen,1071.77
Ramirez-Boyd,1071.72
"Thompson, Jones and Jefferson",1071.62
"Anderson, Padilla and Clark",1071.61
"Baker, Aguilar and Allen",1071.53
Hall-Mccoy,1071.49
Pham-Miranda,1071.43
"Randall, Mata and Mckenzie",1071.41
White-Evans,1071.35
"Smith, Shelton and Phillips",1071.28
"Ochoa, Phillips and Brandt",1071.14
Baker-Boyer,1071.13
"Graham, Hayes and Williams",1071.12
"Gonzales, Smith and Johnson",1071.08
Mills-Walton,1070.83
Mccarthy-Arnold,1070.57
"Martinez, Hernandez and Johnson",1070.52
"Rodriguez, King and Perez",1070.48
"Gutierrez, Zhang and Moore",1070.45
"Robinson, Lewis and Brock",1070.25
Holloway-Rivera,1070.08
"Owens, Scott and Rodriguez",1070.01
Ramos Ltd,1069.8619999999999
"Weeks, Hicks and Dunn",1069.85
"Caldwell, Green and Brown",1069.82
Roy-Cline,1069.78
Sparks-Rodriguez,1069.76
"Peterson, Williams and Howard",1069.74
Jones-Kemp,1069.7
"Craig, Lowe and Clark",1069.51
"Johnson, Brown and Pittman",1069.47
Grant-Leon,1069.46
"Washington, Gates and Wood",1069.45
"Carroll, Alvarez and Gordon",1069.44
"Jordan, Ferguson and Davis",1069.42
Hanna-Moore,1069.4
"Gonzales, Wilson and Beasley",1069.39
"Brock, Lang and Taylor",1069.33
"Johnson, Chandler and Wong",1069.15
"Houston, Bryan and Melendez",1069.14
Glenn-Powell,1069.06
"Kim, Evans and Jackson",1068.88
Miles-Sanders,1068.87
"Ray, Benson and Pope",1068.78
Garrett-Carlson,1068.76
Cooper-Oliver,1068.6
"Marshall, Erickson and Ross",1068.59
"Jackson, Pineda and Watson",1068.59
Larson-Goodman,1068.58
May-Villa,1068.53
Blackburn-Smith,1068.49
Sherman-Garrett,1068.44
Klein-Stout,1068.42
"Green, Allen and Cantrell",1068.41
Ward-Williamson,1068.28
Roberts-Kelly,1068.24
Mullen-Miller,1068.18
Hunter-Duke,1068.17
"Rhodes, Gardner and Harris",1067.97
Buchanan LLC,1067.8600000000001
Manning-Fields,1067.85
"Barnes, Browning and Guerra",1067.8
Owens-Sullivan,1067.75
Anderson-Greer,1067.72
"Mann, Brewer and Page",1067.49
Vargas-Davis,1067.41
"Chavez, Hansen and Miller",1067.35
Farrell-Miller,1067.33
"Nguyen, Green and Moody",1067.31
"Newton, Underwood and Lewis",1067.19
Hebert-Moore,1067.13
"Henry, Watts and Morse",1067.11
Potter-Harris,1067.03
"Taylor, Cole and Fernandez",1066.83
"Ware, Wilson and Coffey",1066.83
"Gonzalez, Martin and Wang",1066.81
"Silva, Lopez and Avila",1066.75
Ramos-Jones,1066.57
"Garcia, Kim and Anthony",1066.49
"Lewis, Parker and Lawson",1066.3
Foster-Fisher,1066.22
Fry Group,1066.2
Roy-Phillips,1066.17
Mcfarland-Dennis,1066.08
