merchant_name,total_spend
"Davis, Arias and Martin",383.17
Tate-Cooper,383.12
"Torres, Delgado and Larson",383.02
"Lee, Andrews and Hernandez",383.0
"Chambers, Porter and Orr",382.86
"Roberts, Jacobs and Green",382.85
"Andersen, Nelson and Huynh",382.75
"Stone, Park and Mitchell",382.74
George-Coleman,382.64
"Norris, Coleman and Lynch",382.54
"Townsend, Yates and Drake",382.44
Frey-Huffman,382.32
"Mcpherson, Johnson and Cooke",382.31
Watkins-Wood,382.3
"Snow, Smith and Yang",382.22
Stuart-Hoffman,382.13
"Russell, Fuentes and Martinez",382.0
Barnes-Brown,382.0
"Smith, Hernandez and Aguilar",381.94
"Alvarez, Garcia and Hill",381.89
Henson-Leach,381.86
"Jackson, Braun and Wright",381.5
"Johnson, Clark and Lopez",381.5
"Lee, Blevins and Estes",381.47
"Walker, Price and Smith",381.46
"Willis, Jones and Martin",381.37
Sanchez-Neal,381.36
Neal-Davis,381.3
"Benton, Farley and Fowler",381.24
Salas-Armstrong,381.23
"Foster, Gonzales and Jones",381.06
"Smith, Gomez and Kelley",380.98
"Nguyen, Lowe and Young",380.92
Maxwell-Bean,380.87
"Moore, Rose and Lowe",380.83
Johnson-Mejia,380.79
Flores-Robertson,380.69
Griffith-Mclean,380.42
"Knight, Dunn and Brown",380.32
"Matthews, Kirby and Roberson",380.27
Salinas-Simmons,379.97
"Chavez, Jones and Watson",379.93
Torres-Drake,379.87
"Lawrence, Rodriguez and Murphy",379.85
"Farley, Austin and Hernandez",379.79
"Fischer, Valencia and Ortega",379.79
Reyes-Richardson,379.65
Scott-Johnston,379.47
"Castillo, Russell and Williams",379.43
"Forbes, Mann and Robbins",379.36
Diaz-Villa,379.27
"Blake, Stevens and Harper",379.22
"Huang, Brown and Marquez",379.07
"Salas, Gonzalez and Moore",379.0
Hamilton-Martinez,378.99
Watkins-Benitez,378.96
Bean-Wright,378.95
Medina-Hernandez,378.61
"Anthony, Perkins and Williams",378.58
"Powell, Foster and Duncan",378.57
"Roberts, Swanson and Thompson",378.54
"Reeves, Holloway and Cohen",378.44
"White, Miles and Lee",378.29
Le-Delacruz,378.22
"Patterson, Charles and Barton",378.17
Hoover-Chung,378.17
Adams-Cohen,378.11
Deleon-Delgado,378.02
Patterson-Perez,377.98
Mitchell-Nunez,377.95
Best-James,377.87
Mcintyre-Lowe,377.79
"Jenkins, Ray and Parks",377.73
"Martinez, Anderson and Collins",377.72
"Gardner, Castaneda and Henry",377.69
"Coleman, Carr and Beltran",377.66
"Webster, Ramirez and Wilson",377.52
"Steele, Lynch and Burke",377.34
"Ellis, Myers and Jordan",377.33
Clark-Mathis,377.33
Monroe-Reynolds,377.3
"Allen, Bryant and Stanley",377.07
Burton-Ramos,377.04
"Harris, Reid and Nunez",376.85
"Melton, Morales and Brown",376.78
"Taylor, Wilkinson and Shah",376.74
Shah-Mitchell,376.73
"Moore, Owens and Petty",376.66
Thompson-Jimenez,376.66
"Phillips, Noble and Scott",376.64
Foster-Nguyen,376.5
"Haney, Fisher and Young",376.48
Aguirre-Ayers,376.39
"Hayes, King and Montoya",376.36
"Caldwell, Horton and Carpenter",376.33
Baker-Mcfarland,376.3
Carter-Rivera,376.17999999999995
"Harper, Franklin and Nelson",376.15
"Suarez, Ross and Lucero",376.03
"Ramirez, Morgan and Lane",376.03
"Kane, Mccarthy and Cobb",375.93
"Anderson, Acevedo and Ramos",375.83
Hall-Watkins,375.7
"Diaz, Berg and Garcia",375.66
Wagner-Sutton,375.59
"Rivera, Reyes and Shaffer",375.58
"Case, Mason and Johnson",375.56
Robinson-Ayers,375.53
"Price, Robinson and Mccarthy",375.37
Brady-Davis,375.27
Torres-Wong,375.0
"Scott, Smith and Lucas",374.98
"Campbell, Griffin and Russell",374.96
"James, Barry and Chung",374.93
"Smith, Patton and Vasquez",374.87
Ayers-Watson,374.81
Allison-Beard,374.74
Barnes-Graham,374.74
"Ochoa, Carrillo and Burke",374.69
"Watson, Flores and Thomas",374.66
"Carrillo, Robinson and Roberts",374.63
Le-Anderson,374.56
Ruiz-Lynch,374.41
"Mora, Gonzalez and Gibson",374.34
Carpenter-Morse,374.24
"Ray, Hamilton and Hall",374.16
"Parks, Daugherty and Smith",373.99
Smith-Schneider,373.91
Fischer-Boyd,373.81
"Brooks, Larson and Parsons",373.78
Holmes-Snyder,373.66
"Powers, Mahoney and Barber",373.6
Lane-Ramsey,373.55
Adams-Baker,373.53
"Lopez, Stevens and Tucker",373.4
"Knapp, Todd and Morris",373.38
"Hines, Perry and Rhodes",373.22
"Vargas, Rogers and Miller",373.2
Cordova-Mendez,373.11
"Miller, English and Scott",373.04
"Gardner, Mccormick and Le",373.0
Schaefer-Knight,373.0
"Mullen, Cox and Snyder",372.9
"Williamson, Campbell and Schmidt",372.85
Sullivan-Stokes,372.73
Mcgee-Wilson,372.6
"Lee, Jacobs and Smith",372.56
"Wilson, Gray and Liu",372.55
"Ware, Christensen and Berg",372.52
Gillespie-Williams,372.46
"White, Carter and Meyer",372.41
Cole-Love,372.36
"Miller, Mcintyre and Kim",372.35
"Wilson, Osborne and Stewart",372.31
"Pacheco, Coleman and Green",372.14
Robertson-Richardson,372.02
"Wilson, Gardner and Baker",371.98
"Cook, Ray and Russell",371.82
Blevins-Chapman,371.54
"Bailey, Morales and Lamb",371.51
"Vance, Hall and Ford",371.47
"Paul, Hartman and Scott",371.39
"Mckenzie, Johnston and Jones",371.26
"Brown, Hamilton and Pearson",371.25
Gonzalez-Johnson,371.21
"Hunter, Medina and Rodriguez",371.12
"Thompson, Burnett and Carroll",371.0
"Williams, Davis and Lee",371.0
Dawson-Ford,370.87
"Lee, Cervantes and Stevenson",370.76
Stark-Alvarez,370.53
Gonzales-Davila,370.51
Santiago-Stein,370.49
"Allen, Nielsen and Joseph",370.44
"Chavez, Conrad and Grant",370.43
"Perez, Rogers and Williams",370.39
"Moore, Rodriguez and Sullivan",370.38
Rojas-Craig,370.35
"Richards, Thompson and May",370.34
Horne-Gonzales,370.26
"Khan, Clark and Trevino",370.23
"Lee, Little and Hernandez",370.06
"Hall, Pruitt and Carter",370.03
Kelly-Turner,369.72
"Spencer, Johnson and Green",369.57
"Cox, Cooper and Moore",369.55
Lee-Flowers,369.47
"Garcia, Myers and Turner",369.45
"Hernandez, Gonzales and Carpenter",369.41
Johnson-Silva,369.33
Walker-Hayes,368.78
"Kelley, Bennett and Wilkerson",368.42
"Smith, Bowen and Martinez",368.38
"Gibbs, Jones and Taylor",368.36
"Anderson, Gonzalez and Wagner",368.17
Schultz-Gaines,368.17
"Nash, Proctor and Owen",368.12
"Price, Ibarra and Hernandez",368.06
Butler-Nelson,367.99
"Ryan, Parker and Haney",367.94
"Gibson, Conley and Bonilla",367.8
"Carr, May and King",367.71
Baker-Howard,367.56
Collins-Hansen,367.52
"Johnson, Hale and Bradley",367.5
"Farmer, Decker and Hamilton",367.49
"Colon, Lowe and Williamson",367.44
Lewis-Weber,367.44
"Valencia, Vasquez and Nguyen",367.43
"Dennis, Evans and Marquez",367.31
Jimenez-Valencia,367.27
"Jackson, Schultz and Schultz",367.15
"George, Palmer and Beck",367.1
"Thomas, Carlson and Gardner",367.01
"Garcia, Cardenas and Sims",366.95
"Romero, Hudson and Sharp",366.72
"Ruiz, Garner and Johnson",366.68
Krause-Foster,366.56
Hanson-Faulkner,366.42
Phillips-Rivas,366.35
"Martinez, Matthews and White",366.29
Faulkner-Young,366.15
"Brown, Silva and Jackson",366.12
"Lutz, Savage and Griffith",366.05
"Williams, Parker and Floyd",365.98
Wood-Thompson,365.83
Page-Myers,365.81
Hart-Dyer,365.81
Rodgers-Campos,365.67
Baker-Lloyd,365.62
"Bell, Harper and Brown",365.44
Hogan-Spencer,365.39
Michael-Branch,365.31
Griffin-Roberts,365.22
"Watkins, Richardson and Cruz",365.1
Kim-Dixon,365.09
"Irwin, White and Morris",365.03
Perkins-Flynn,364.89
"Bradley, White and Archer",364.86
"Wiggins, Hall and Lopez",364.82
Stark-Bryan,364.71
Smith-Hamilton,364.7
Wallace-Howell,364.69
Harris-Colon,364.62
Watson-Reyes,364.61
"Chandler, Mullen and Mitchell",364.45
"Hughes, Tyler and Payne",364.44
"Roy, Clark and Strong",364.3
"Cox, Brooks and Rice",364.29
"Miller, Clark and Combs",364.23
Valdez-Brown,364.11
"Allen, Walker and Pratt",364.05
Sharp Group,363.96
"Silva, Berry and Hernandez",363.94
"Becker, Stone and Garcia",363.93
"Marshall, Wood and Mcdowell",363.89
"Miller, Serrano and Miller",363.86
"Lynch, Wang and Peterson",363.83
"Chandler, Watkins and Brock",363.77
Stokes-Sims,363.75
Allen-Good,363.65
Dennis-Terry,363.64
Brady-Clark,363.53
Henry-Herrera,363.5
"Gonzalez, Henderson and Green",363.42
Porter-Cooper,363.35
Jones-Grant,363.21
Key-Conner,363.21
Flowers-Orr,363.08
"Rowe, Cunningham and Parsons",363.07
Bonilla-Campbell,363.04
"Miller, Brown and Wallace",363.03
"Cabrera, Morales and Mccoy",363.02
"Graham, Weber and Reid",362.97
Walker-Hammond,362.97
"Mckenzie, Hughes and Bruce",362.73
"Walters, Roberson and Thomas",362.57
Briggs-Stewart,362.57
"Mccarthy, Anderson and Allen",362.56
Elliott-Hill,362.48
"Whitaker, Wolf and Rogers",362.44
White-Harmon,362.4
Stewart-Moore,362.39
Cook-Mathews,362.26
"Clark, Harris and Campbell",362.23
Howard-Villarreal,362.08
Andrews-Leblanc,361.9
"Rowe, Murray and Smith",361.7
Sheppard-Wise,361.63
"Lopez, Davis and Andrews",361.61
"Rosario, Larsen and Huang",361.57
"Patel, Oconnor and Rhodes",361.36
"Cooper, Russo and Harvey",361.33
King-Pittman,361.31
"Grant, Bennett and Sims",361.09
"Carter, Rangel and Johnson",360.96
"Allen, Miller and Green",360.86
"Pearson, Crawford and Gonzalez",360.83
Reed-Bray,360.82
"Jones, Gates and Newman",360.81
"Davis, Whitehead and Mccoy",360.71
"Graham, Sims and Edwards",360.63
"Anderson, Randall and Williams",360.61
Gordon-Mccullough,360.4
"Christensen, Koch and Winters",360.08
"House, Johnson and Smith",360.08
"Phillips, Henderson and Dorsey",359.94
Jones-Jimenez,359.89
Harvey-Shannon,359.84
"Robertson, Garcia and Farrell",359.8
Ayala-Riley,359.76
"Murphy, Richmond and Flores",359.75
"Walton, Stevens and Hawkins",359.72
Nichols-Stanley,359.62
Phillips-Henderson,359.37
Warren-Reynolds,359.3
"Mccoy, Osborne and Williams",359.22
"Ross, Garza and Vazquez",359.09
"Cohen, Garcia and Parker",359.03
"Caldwell, Daniels and Harris",358.87
Keller-Dunn,358.86
Ward-Fernandez,358.84
Contreras-Black,358.82
Flynn-Kim,358.81
Gray-Davis,358.64
"Cardenas, Prince and Johnson",358.39
Turner-Parsons,358.29
Reid-Brooks,358.25
Henderson-Castro,358.24
"Johnson, Adkins and Ward",358.11
"Lee, Flores and Valencia",358.07
Fowler-Buck,358.03
Collins-Friedman,358.02
"Decker, Thomas and Mcdaniel",357.95
"Johnson, Parker and Kline",357.88
Robinson-Mclaughlin,357.66
Snyder-Miller,357.64
Braun-Riley,357.55
Morgan-Lane,357.47
"Harrison, Santana and Harris",357.39
"Schwartz, Medina and Ross",357.3
"Carroll, Garcia and Decker",357.22
Mendez-Howe,357.08
Cook-Cervantes,357.01
"Rose, Thompson and Becker",356.74
Davis-Chavez,356.73
"Mccarthy, Peterson and Bradley",356.7
"Cook, Wright and Burns",356.56
"Thomas, Wright and Ramos",356.35
"Nelson, Martin and Mcdonald",356.32
"Miller, Smith and Hernandez",356.28
Murillo Inc,356.25
Foster-Phillips,356.05
Harris-Keller,356.02
Donovan-Scott,355.96
Krueger-Archer,355.95
"Rogers, Martinez and Le",355.82
"Curry, Cooper and Martinez",355.75
Spencer-Webb,355.72
"Gibson, Wu and King",355.64
"Hutchinson, Cox and Rowe",355.63
"Dillon, Stevens and Brown",355.59
"Kirk, Johnson and Schwartz",355.42
"Zimmerman, Little and Johnson",355.42
Mahoney Ltd,355.37
Heath-Henderson,355.3
Roberts-Sanchez,355.19
"Moses, Watkins and Jones",355.12
Grimes-Ramos,354.94
"Adams, Rivera and Brown",354.89
Black-Davis,354.85
Phillips-Lynch,354.81
"Hines, Richard and Fuller",354.8
"Gonzalez, Hall and Macdonald",354.7
"Hoover, Davis and Adams",354.66
Woodward-Gutierrez,354.32
Lambert-Holloway,354.21
"Gentry, Ingram and Cowan",354.2
Lopez-West,354.15
"Thompson, Stewart and Christian",354.07
Schwartz-Chan,354.01
"Nelson, Rodriguez and Cooley",353.97
"Thompson, Winters and Lewis",353.84
Richardson-Mora,353.83
"Nelson, Howard and Larson",353.82
Logan-Clark,353.77
"Davis, Lin and Morris",353.75
"Shaw, Gates and Benson",353.65
Lynch-Henderson,353.61
Norton-Mason,353.59
"Webster, Rice and Galloway",353.55
"Jones, Diaz and Skinner",353.55
Payne-Patel,353.33
Shaw-Stanley,353.3
"Williams, Burke and Lucas",353.25
"Wilson, Hernandez and Ortiz",353.21
Patterson-Boyle,353.21
"Hensley, Johnston and Williamson",353.12
Aguilar-Hill,353.05
"Burgess, Johnson and Frye",352.97
Bailey-Cunningham,352.97
"Stephens, Henry and Benjamin",352.92
Rush Ltd,352.87
Flores-Fuentes,352.84
Pena-Woods,352.64
Love-Ramsey,352.63
Good-Nielsen,352.59
"Stephenson, King and Villegas",352.39
"Mullen, Williams and Alvarez",352.36
Richmond-Murphy,352.17
"Caldwell, Rodriguez and Clayton",352.08
Ballard-Becker,351.98
Cameron-Wallace,351.97
Carlson-Knight,351.96
"Frank, Williams and Le",351.84
Jackson-Martinez,351.8
Jenkins-Murphy,351.79
Wall-Bray,351.64
"Lawrence, Nelson and Cameron",351.42
"Wilcox, Jennings and Taylor",351.41
"Frye, Knight and Murphy",351.39
"Phillips, Johnson and Tanner",351.37
Cooper-Hernandez,351.37
Shaffer-Hamilton,351.31
"Duran, Villarreal and Thomas",351.29
Phelps-Rice,351.22
Graham-Perez,351.07
"Gilbert, Miller and Smith",351.01
"Medina, Taylor and Glass",351.01
Boyle-Hoffman,351.0
Jones-Sharp,350.99
Hubbard-Gross,350.87
Khan-Barnes,350.87
"Edwards, Brooks and Wright",350.83
Horton-Lester,350.73
Wilson-Sampson,350.57
"Smith, Jackson and Bennett",350.55
Ward-Harris,350.51
Gates-Larson,350.42
"Patel, Harris and Christensen",350.35
Hill-Blankenship,350.17
"Williams, Cohen and Johnston",350.01
"Whitaker, Bridges and Turner",349.89
"George, Santos and Turner",349.69
"Taylor, Hawkins and Garcia",349.65
"Miller, Aguirre and Clements",349.61
Jenkins-Williamson,349.48
Moran-Gibson,349.34
Good-Rodriguez,349.22
Yu-Byrd,349.02
"Williams, Hall and Hicks",348.75
"Rojas, Stewart and Miller",348.61
"Harris, Patterson and Love",348.57
Thompson-Adams,348.52
Brown-Preston,348.49
"Lewis, Krueger and Moreno",348.38
"Benitez, Lawson and Lane",348.32
"Lopez, Baldwin and Stein",348.24
"Moses, Campbell and Robertson",348.2
Chapman-Mercer,348.14
"Ward, Wang and Kramer",347.68
"Salazar, Torres and Fitzgerald",347.63
Osborn-Morris,347.62
"Bailey, Turner and Jacobs",347.6
"Soto, Cook and Vega",347.6
"Harris, Howard and Ford",347.59
"Hines, Adkins and Elliott",347.31
Gomez-West,347.26
"Herrera, Aguirre and Wallace",347.2
Carson-Gross,347.17
Moore-Baker,347.11
Schultz-Hamilton,347.05
"Torres, Chaney and Mccarthy",346.95
Pearson-Wells,346.95
Johnston-Mccarthy,346.87
"Hess, Montgomery and Orr",346.87
"Mason, Cook and Johnson",346.81
Henry-Clayton,346.75
"Morris, Hart and Mitchell",346.69
Phillips-Harrington,346.67
"Bush, Walker and Reese",346.5
Mcclure-Harper,346.49
"Johnston, Brooks and Horne",346.43
"Perkins, Young and Thomas",346.4
"Rogers, Reynolds and Rogers",346.34
Burke-Murray,346.31
Palmer-Kelly,346.19
"Jennings, Lewis and Garcia",346.17
Holloway-James,346.05
"Weaver, Choi and Shelton",345.84
"Bowman, Pittman and Wu",345.8
Jacobs-Hernandez,345.8
"Vargas, Nguyen and Moore",345.79
Aguirre-Terry,345.7
"Leon, Wolfe and Murphy",345.64
"Nguyen, Clay and Blair",345.58
Franklin-Mitchell,345.46
Ray-Rose,345.36
Crawford-Reid,345.23
"Reed, Parker and Johnson",345.18
"Johnson, Anderson and Miller",344.94
Morales-Mora,344.89
"Gonzalez, Phillips and Nelson",344.73
Brown-Houston,344.73
"Campbell, Bauer and Rich",344.7
"Wagner, Morgan and Gray",344.6
"Jenkins, Brown and Hoffman",344.5
"Kirby, Cox and Moore",344.46
"Mckay, Delacruz and Russell",344.43
Bryant-Baldwin,344.16
Chambers-Bennett,343.96
Sanford-Andrews,343.93
"Wright, Smith and Gould",343.85
"Hebert, Garcia and Carroll",343.72
Raymond-Hernandez,343.69
Delacruz-Gonzalez,343.61
"Brown, Stephens and Elliott",343.52
"Shaw, Berry and Wilson",343.48
"Reynolds, Yang and Ramos",343.33
"Schneider, Blackwell and Hernandez",343.22
"Gardner, Hanson and Williams",342.96
Rosario-Hoover,342.91
"Knox, Graves and Booth",342.9
"Sanford, Mcmillan and Pena",342.77
Johnson-Shaw,342.68
Hanna-Taylor,342.6
"Guzman, Thomas and Strickland",342.54
"Kirk, Johnson and Wilson",342.46
Greene-Best,342.39
"Hernandez, Lynch and Thomas",342.24
"Sampson, Sanchez and Cole",342.22
Gomez-Jones,342.14
Whitney Group,342.12
"Robinson, Ferguson and Dyer",341.99
Riley-Small,341.94
"Hudson, Murphy and Hansen",341.85
"Romero, Roy and Lewis",341.59
"Walker, Smith and Barrera",341.47
Brown-Hudson,341.47
"Williams, Miller and Norman",341.12
"Lee, Young and Crane",341.04
"Webb, Stokes and Moore",340.99
"Cummings, Keller and Torres",340.92
"Nguyen, Rogers and Jordan",340.92
Williams-Little,340.89
"Lopez, Taylor and Moyer",340.77
Beard-Frost,340.57
Baker-Avila,340.51
Wright-Patterson,340.18
"Miles, Reese and Li",340.17
Mcfarland-Miller,340.12
"Gutierrez, Mccarthy and Cox",340.1
Jackson-Wise,339.89
"Webster, Gaines and Schultz",339.87
Vance-Ponce,339.84
"Gutierrez, Burnett and Alvarado",339.77
Smith-Coleman,339.76
Roberts-Taylor,339.69
"Diaz, Gonzalez and Arroyo",339.62
"Thomas, Nelson and Valdez",339.39
Campbell-Herrera,339.32
Garza-Gonzalez,339.29
"Payne, Garcia and Perez",339.21
Lester-Conner,339.06
"Mooney, Horn and Rhodes",339.02
"Hicks, Griffin and Hawkins",338.97
Diaz-Martinez,338.97
Lawson-Chambers,338.83
"Adams, Bush and Howard",338.79
Johnson-Weber,338.64
"Brown, Perry and Jones",338.57
"Butler, Smith and Lloyd",338.49
"Howard, Humphrey and Pierce",338.45
"Barr, Jackson and Carter",338.45
"Hinton, Logan and Jones",338.35
"Aguirre, Hill and Rivera",338.34
Snyder-Hahn,338.3
Bates-Page,338.27
Carter-King,338.26
Baker-Thompson,337.92
Wang-Garcia,337.86
"Marshall, Guerra and Trevino",337.49
"Smith, Franklin and Perkins",337.48
"Peters, Murphy and Cook",337.44
"Foley, Howard and Lozano",337.31
Simmons-Cooke,337.27
Abbott Inc,337.0
Hurst-Hernandez,336.93
Moore-Gonzalez,336.88
"Adams, Padilla and Coleman",336.86
"Sanchez, Ramirez and Hoover",336.43
Wright-Mendez,336.43
"Mccoy, Wright and Frederick",336.34
Lambert-Tran,336.05
"Shaw, Bell and Davis",336.03
Nunez-Kaiser,336.0
"Rodriguez, Perry and Lynch",335.99
"Caldwell, Jones and Medina",335.89
"Woods, Hansen and Tucker",335.85
"Roberts, Espinoza and Ramirez",335.72
"Barnes, Sanchez and Garcia",335.52
"Avery, Murphy and Wilson",335.52
Rivera-Bennett,335.51
"Pittman, Fleming and Silva",335.47
Henry-Grimes,335.14
Serrano-Gonzalez,335.02
"King, Velasquez and Pugh",334.98
"Schwartz, Hunt and Powell",334.93
"Mosley, Pennington and Salinas",334.59
"Kirby, Cervantes and Gibbs",334.25
"Garcia, Stuart and Stark",334.22
Hubbard-Mora,333.97
"Dunn, Pearson and Fuller",333.94
Fitzgerald-Castro,333.84
Ortega-Stephens,333.84
"Jenkins, Thompson and Ellis",333.81
Irwin-Frank,333.66
Leonard-Castillo,333.66
"Shepherd, Schultz and Solomon",333.24
"Mendoza, Casey and Molina",333.22
"Briggs, Harper and Reid",333.22
"Leon, Dennis and Peters",333.21
Collins-Henderson,333.2
Duncan-Garza,333.09
"Scott, Hernandez and Michael",333.08
"Young, Ramirez and Figueroa",333.07
"Ellis, White and Harrison",333.05
Hawkins-Guzman,333.0
"Williams, Jackson and Swanson",332.74
Ochoa-Bowen,332.74
"Gallagher, Reed and Andrade",332.65
Griffin PLC,332.63
Johnson-Camacho,332.61
Myers-Martinez,332.5
"Salazar, Ford and Fry",332.36
Mckinney-Hunter,332.34
Bernard-Perez,332.33
Cooke-Jones,332.23
"Gallegos, Valentine and Adams",332.14
Mcfarland-Johnson,332.05
"Douglas, Galvan and Morris",332.03
Barry-Rivera,331.97
Owen-Mccoy,331.83
Mckinney PLC,331.79
Kemp-Murphy,331.74
Strickland-Gill,331.71
Lang-Miller,331.68
Massey LLC,331.67
Thomas-Jenkins,331.63
Wright-Schmidt,331.51
Macias-Bennett,331.45
"Brock, Bright and Hernandez",331.44
Bishop-Wilson,331.42
Fleming-Jones,331.42
"Lewis, Harris and Hansen",331.29
"Prince, Murray and Santana",331.13
"Brown, Reynolds and Pratt",331.0
"Gates, Lopez and Allen",330.95
Brown-Waters,330.85
"Parker, Smith and Snyder",330.83
"Banks, Leonard and Lloyd",330.74
Williams-Silva,330.69
Kramer-Hunt,330.51
Perry-Andrews,330.41
"Lee, Williams and Fernandez",330.38
"Lee, Griffin and Davis",330.37
"Colon, Robertson and Brown",330.31
"Walker, Hayes and Garcia",330.05
Acosta-Morgan,330.04
Ortiz-Anderson,330.0
"Turner, Baird and Bradley",329.96
Ruiz-Mills,329.88
"Adkins, Webb and Nicholson",329.84
"Stevens, Stewart and Hancock",329.75
Hill-Callahan,329.74
"Alexander, Day and Stone",329.54
"Vega, Figueroa and Merritt",329.51
Cline-Ferguson,329.44
Harper-Wright,329.36
"Hill, Scott and Henderson",329.3
Russell-Kane,329.25
"Kelly, Coffey and Burke",329.23
"Cunningham, Lloyd and White",329.19
"Smith, Berg and Morales",329.13
"Hansen, Smith and Johnson",329.09
Robinson-Stein,328.98
Hill-Robles,328.97
Sullivan-Porter,328.95
"Nichols, Lee and White",328.81
"Neal, Garner and Knox",328.77
Ballard-Morris,328.74
Elliott-Gonzalez,328.73
"Harvey, Spence and Curry",328.71
"Smith, Ramos and Harrison",328.69
Williams-Holland,328.65
"Atkinson, Hammond and Nicholson",328.56
"Davis, Landry and Norman",328.56
"Jones, Walter and Bowers",328.44
Harding-Erickson,328.38
Page-Hughes,328.38
Jackson-Nolan,328.35
"Butler, Montgomery and Gomez",328.3
"Evans, Berry and Bush",328.27
"Lopez, Baldwin and Johnston",328.21
"Anderson, Harrington and Thompson",328.14
"Carrillo, Pierce and Thomas",328.06
"White, Pitts and Lara",328.02
Hughes-Diaz,327.89
Whitaker-Singh,327.87
Pierce-Mata,327.81
"Silva, Nichols and Harris",327.57
"Buchanan, Reyes and Taylor",327.44
Randolph-Raymond,327.21
Jackson-Vasquez,327.19
"Singh, Wolfe and Williamson",327.16
"Schultz, Moreno and Wilson",327.14
"Wilcox, Bush and Evans",327.14
Murphy-Shah,327.11
Haas-Howard,326.94
"Pearson, Anderson and Lin",326.91
"Smith, Irwin and Lyons",326.85
Mcfarland-Wiley,326.84
Martin-Nash,326.46
"Webster, Walker and Cruz",326.32
Williams-Guerrero,326.27
Elliott-Kramer,326.17
"Montes, Carroll and Sloan",326.04
"Clark, White and Frederick",326.01
Rose-Nixon,326.01
Chan-Oneill,325.93
Dennis-Graham,325.84
"Sharp, Johnson and Lane",325.79
"Wilcox, Boyd and Crawford",325.73
Reed-Tanner,325.73
"Gonzales, Martinez and Reynolds",325.72
"Williams, Webb and Dillon",325.64
"Brewer, Snyder and Allen",325.56
"Mcintosh, Mcdowell and Ford",325.36
Jennings-Chapman,325.32
"Mcguire, Lindsey and Preston",325.15
"Johnson, Watkins and Koch",325.13
"Hernandez, Anderson and Palmer",325.12
Hoover-Thomas,325.09
Combs-Lopez,325.08
Townsend-Caldwell,324.92
Fields-Mitchell,324.74
Bell-Jennings,324.74
Lynch-Stark,324.68
Williams-Vazquez,324.66
Baker-Spencer,324.64
"Hernandez, Young and Rodriguez",324.47
Ortiz-Dyer,324.37
Beltran-Keller,324.25
"Hansen, Gomez and Wilkerson",324.2
Green-Park,324.18
Shah-Craig,324.17
Graham-Quinn,324.15
"Mann, Hill and Frederick",324.11
Campbell-Schaefer,323.98
"Jackson, Oconnell and Chandler",323.93
"Brooks, Smith and Klein",323.84
"Johnson, Kelly and Schneider",323.83
Lindsey-Barton,323.81
"Johnson, Reynolds and Meza",323.77
"Payne, Buchanan and Park",323.63
Hensley-Cruz,323.45
Cannon-Stanley,323.43
Zuniga-Butler,323.37
Stark-Castillo,323.28
Green-Webster,323.27
"Krueger, Kirk and Stewart",323.25
Snyder-Hines,323.06
Brooks-Raymond,322.82
"Carr, Coleman and Santana",322.64
"Le, Evans and Benson",322.47
"Bell, Davis and Reynolds",322.46
"Jacobson, Glenn and Beck",322.27
Holmes-Rojas,322.22
"Jordan, Nguyen and Gonzalez",322.17
Oliver-Pittman,322.15
Cox-Lucero,322.1
"Garcia, Coleman and Mathews",322.03
Woods-Bonilla,321.98
Dixon-Ortega,321.91
"Koch, Maddox and Bradshaw",321.67
Schneider-Warren,321.52
"West, Roberts and Taylor",321.41
"Wiley, Torres and King",321.38
Malone-Hill,321.38
Skinner-Mendez,321.35
Cox-Dyer,321.21
"Shelton, Campbell and Alvarez",321.19
"Lopez, Armstrong and Pearson",320.94
"Cunningham, Martin and Mccall",320.73
Harris-Thomas,320.6
"Vasquez, Romero and Rivas",320.59
"Clark, Mcgrath and Rogers",320.57
"Porter, Koch and Davenport",320.57
"Vasquez, Taylor and Bishop",320.33
"Burke, Mckenzie and Preston",320.33
"Delgado, Johnson and Miller",320.3
"Lopez, Davis and Bradley",320.27
Diaz-Bowman,320.16
Herrera-Sanchez,320.1
Hawkins-Johnson,319.85
"Hayden, Pierce and Edwards",319.82
Blackwell-Garcia,319.79
"Adams, Gray and Evans",319.68
"Snyder, Martinez and Charles",319.66
"Murray, Reed and Hunter",319.48
"Hernandez, Burton and Dixon",319.46
Hall-Tate,319.26
"Hughes, Byrd and Dunn",319.21
"Rodriguez, Hickman and Davis",319.16
"Johnson, Simpson and Miller",318.87
Thompson-Ball,318.82
"Leon, Torres and Shelton",318.8
Rodriguez-Boyer,318.8
Cardenas-Johnson,318.75
Flynn-Lamb,318.73
"Knight, Phillips and Bennett",318.49
"Cummings, Little and Carson",318.18
Mitchell-Pugh,318.05
"Allen, Floyd and Spencer",318.01
"Castaneda, Hernandez and White",317.95
"Bruce, Harris and Spears",317.88
Mathis-Hernandez,317.87
"Andersen, Hernandez and Daniels",317.76
"Simon, Knight and Beasley",317.68
Orr-Norris,317.48
Davila LLC,317.36
Reid-Fuller,317.35
Mata-Carpenter,317.2
Woodward-Scott,317.2
"Moore, Villegas and Murray",317.16
Taylor-Richardson,316.96
Hogan-Henry,316.79
"Griffin, White and Owens",316.66
Nixon-Williams,316.64
"Morales, Carter and Medina",316.54
Jones-Franklin,316.28
"Peterson, Burns and Pena",316.27
"Ruiz, Garner and Knapp",316.25
Turner-Stone,316.2
Thompson-Edwards,315.69
Velez LLC,315.52
"Padilla, Butler and Banks",315.41
"Perez, Strong and Stevenson",315.36
